targetElevations,n,site_id
-0.66,708,GoodwinIsland
-0.65,708,GoodwinIsland
-0.64,708,GoodwinIsland
-0.63,708,GoodwinIsland
-0.62,708,GoodwinIsland
-0.61,708,GoodwinIsland
-0.6,708,GoodwinIsland
-0.59,708,GoodwinIsland
-0.58,708,GoodwinIsland
-0.5700000000000001,708,GoodwinIsland
-0.56,708,GoodwinIsland
-0.55,708,GoodwinIsland
-0.54,708,GoodwinIsland
-0.53,708,GoodwinIsland
-0.52,708,GoodwinIsland
-0.51,708,GoodwinIsland
-0.5,708,GoodwinIsland
-0.49,708,GoodwinIsland
-0.48,708,GoodwinIsland
-0.47,708,GoodwinIsland
-0.46,708,GoodwinIsland
-0.45,708,GoodwinIsland
-0.44,708,GoodwinIsland
-0.43,708,GoodwinIsland
-0.42,708,GoodwinIsland
-0.41,708,GoodwinIsland
-0.39999999999999997,708,GoodwinIsland
-0.39,708,GoodwinIsland
-0.38,708,GoodwinIsland
-0.37,708,GoodwinIsland
-0.36,708,GoodwinIsland
-0.35,708,GoodwinIsland
-0.33999999999999997,708,GoodwinIsland
-0.33,708,GoodwinIsland
-0.32,708,GoodwinIsland
-0.31,708,GoodwinIsland
-0.3,708,GoodwinIsland
-0.29,708,GoodwinIsland
-0.27999999999999997,708,GoodwinIsland
-0.27,708,GoodwinIsland
-0.26,708,GoodwinIsland
-0.25,708,GoodwinIsland
-0.24,708,GoodwinIsland
-0.22999999999999998,708,GoodwinIsland
-0.21999999999999997,708,GoodwinIsland
-0.20999999999999996,708,GoodwinIsland
-0.19999999999999996,708,GoodwinIsland
-0.18999999999999995,708,GoodwinIsland
-0.17999999999999994,708,GoodwinIsland
-0.17000000000000004,708,GoodwinIsland
-0.16000000000000003,707,GoodwinIsland
-0.15000000000000002,707,GoodwinIsland
-0.14,707,GoodwinIsland
-0.13,707,GoodwinIsland
-0.12,707,GoodwinIsland
-0.10999999999999999,707,GoodwinIsland
-0.09999999999999998,706,GoodwinIsland
-0.08999999999999997,706,GoodwinIsland
-0.07999999999999996,706,GoodwinIsland
-0.06999999999999995,706,GoodwinIsland
-0.05999999999999994,706,GoodwinIsland
-0.04999999999999993,705,GoodwinIsland
-0.040000000000000036,705,GoodwinIsland
-0.030000000000000027,705,GoodwinIsland
-0.020000000000000018,703,GoodwinIsland
-0.010000000000000009,703,GoodwinIsland
0,703,GoodwinIsland
0.010000000000000009,703,GoodwinIsland
0.020000000000000018,702,GoodwinIsland
0.030000000000000027,702,GoodwinIsland
0.040000000000000036,701,GoodwinIsland
0.050000000000000044,701,GoodwinIsland
0.06000000000000005,700,GoodwinIsland
0.07000000000000006,697,GoodwinIsland
0.08000000000000007,695,GoodwinIsland
0.08999999999999997,692,GoodwinIsland
0.09999999999999998,691,GoodwinIsland
0.10999999999999999,691,GoodwinIsland
0.12,687,GoodwinIsland
0.13,686,GoodwinIsland
0.14,685,GoodwinIsland
0.15000000000000002,679,GoodwinIsland
0.16000000000000003,678,GoodwinIsland
0.17000000000000004,676,GoodwinIsland
0.18000000000000005,673,GoodwinIsland
0.19000000000000006,664,GoodwinIsland
0.20000000000000007,660,GoodwinIsland
0.20999999999999996,655,GoodwinIsland
0.21999999999999997,651,GoodwinIsland
0.22999999999999998,650,GoodwinIsland
0.24,647,GoodwinIsland
0.25,637,GoodwinIsland
0.26,629,GoodwinIsland
0.27,620,GoodwinIsland
0.28,613,GoodwinIsland
0.29000000000000004,606,GoodwinIsland
0.30000000000000004,594,GoodwinIsland
0.31000000000000005,589,GoodwinIsland
0.32000000000000006,580,GoodwinIsland
0.33000000000000007,568,GoodwinIsland
0.3400000000000001,558,GoodwinIsland
0.3500000000000001,547,GoodwinIsland
0.3600000000000001,539,GoodwinIsland
0.3700000000000001,528,GoodwinIsland
0.3800000000000001,515,GoodwinIsland
0.3900000000000001,495,GoodwinIsland
0.40000000000000013,484,GoodwinIsland
0.4099999999999999,469,GoodwinIsland
0.41999999999999993,453,GoodwinIsland
0.42999999999999994,432,GoodwinIsland
0.43999999999999995,413,GoodwinIsland
0.44999999999999996,403,GoodwinIsland
0.45999999999999996,381,GoodwinIsland
0.47,363,GoodwinIsland
0.48,348,GoodwinIsland
0.49,335,GoodwinIsland
0.5,326,GoodwinIsland
0.51,315,GoodwinIsland
0.52,304,GoodwinIsland
0.53,292,GoodwinIsland
0.54,281,GoodwinIsland
0.55,267,GoodwinIsland
0.56,250,GoodwinIsland
0.5700000000000001,237,GoodwinIsland
0.5800000000000001,227,GoodwinIsland
0.5900000000000001,213,GoodwinIsland
0.6000000000000001,199,GoodwinIsland
0.6100000000000001,188,GoodwinIsland
0.6200000000000001,175,GoodwinIsland
0.6300000000000001,163,GoodwinIsland
0.6400000000000001,157,GoodwinIsland
0.6500000000000001,149,GoodwinIsland
0.6599999999999999,143,GoodwinIsland
0.6699999999999999,130,GoodwinIsland
0.6799999999999999,120,GoodwinIsland
0.69,113,GoodwinIsland
0.7,104,GoodwinIsland
0.71,94,GoodwinIsland
0.72,87,GoodwinIsland
0.73,79,GoodwinIsland
0.74,72,GoodwinIsland
0.75,66,GoodwinIsland
0.76,60,GoodwinIsland
0.77,54,GoodwinIsland
0.78,50,GoodwinIsland
0.79,46,GoodwinIsland
0.8,44,GoodwinIsland
0.81,42,GoodwinIsland
0.8200000000000001,39,GoodwinIsland
0.8300000000000001,37,GoodwinIsland
0.8400000000000001,35,GoodwinIsland
0.8500000000000001,32,GoodwinIsland
0.8600000000000001,25,GoodwinIsland
0.8700000000000001,21,GoodwinIsland
0.8800000000000001,21,GoodwinIsland
0.8900000000000001,21,GoodwinIsland
0.9000000000000001,19,GoodwinIsland
0.9100000000000001,17,GoodwinIsland
0.9199999999999999,16,GoodwinIsland
0.9299999999999999,11,GoodwinIsland
0.94,8,GoodwinIsland
0.95,6,GoodwinIsland
0.96,6,GoodwinIsland
0.97,6,GoodwinIsland
0.98,5,GoodwinIsland
0.99,5,GoodwinIsland
1,4,GoodwinIsland
1.01,3,GoodwinIsland
1.02,3,GoodwinIsland
1.03,2,GoodwinIsland
1.04,2,GoodwinIsland
1.05,2,GoodwinIsland
1.06,2,GoodwinIsland
1.07,1,GoodwinIsland
1.08,1,GoodwinIsland
1.09,1,GoodwinIsland
1.1,1,GoodwinIsland
1.11,1,GoodwinIsland
1.12,1,GoodwinIsland
-1.41,707,SweetHall
-1.4,707,SweetHall
-1.39,707,SweetHall
-1.38,707,SweetHall
-1.3699999999999999,707,SweetHall
-1.3599999999999999,707,SweetHall
-1.3499999999999999,707,SweetHall
-1.3399999999999999,707,SweetHall
-1.3299999999999998,707,SweetHall
-1.3199999999999998,707,SweetHall
-1.3099999999999998,707,SweetHall
-1.2999999999999998,707,SweetHall
-1.29,707,SweetHall
-1.2799999999999998,707,SweetHall
-1.27,707,SweetHall
-1.26,707,SweetHall
-1.25,707,SweetHall
-1.24,707,SweetHall
-1.23,707,SweetHall
-1.22,707,SweetHall
-1.21,707,SweetHall
-1.2,707,SweetHall
-1.19,707,SweetHall
-1.18,707,SweetHall
-1.17,707,SweetHall
-1.16,707,SweetHall
-1.15,707,SweetHall
-1.14,707,SweetHall
-1.13,707,SweetHall
-1.1199999999999999,707,SweetHall
-1.1099999999999999,707,SweetHall
-1.0999999999999999,707,SweetHall
-1.0899999999999999,707,SweetHall
-1.0799999999999998,707,SweetHall
-1.0699999999999998,707,SweetHall
-1.0599999999999998,707,SweetHall
-1.0499999999999998,707,SweetHall
-1.04,707,SweetHall
-1.0299999999999998,707,SweetHall
-1.02,707,SweetHall
-1.0099999999999998,707,SweetHall
-0.9999999999999999,707,SweetHall
-0.99,707,SweetHall
-0.98,707,SweetHall
-0.97,707,SweetHall
-0.96,707,SweetHall
-0.95,707,SweetHall
-0.94,707,SweetHall
-0.9299999999999999,707,SweetHall
-0.9199999999999999,707,SweetHall
-0.9099999999999999,707,SweetHall
-0.8999999999999999,707,SweetHall
-0.8899999999999999,707,SweetHall
-0.8799999999999999,707,SweetHall
-0.8699999999999999,707,SweetHall
-0.8599999999999999,707,SweetHall
-0.8499999999999999,707,SweetHall
-0.8399999999999999,707,SweetHall
-0.83,707,SweetHall
-0.82,707,SweetHall
-0.8099999999999999,707,SweetHall
-0.7999999999999999,707,SweetHall
-0.7899999999999999,707,SweetHall
-0.7799999999999999,707,SweetHall
-0.7699999999999999,707,SweetHall
-0.7599999999999999,707,SweetHall
-0.7499999999999999,707,SweetHall
-0.7399999999999999,707,SweetHall
-0.7299999999999999,707,SweetHall
-0.7199999999999999,707,SweetHall
-0.7099999999999999,707,SweetHall
-0.7,707,SweetHall
-0.69,707,SweetHall
-0.6799999999999999,707,SweetHall
-0.6699999999999999,707,SweetHall
-0.6599999999999999,707,SweetHall
-0.6499999999999999,707,SweetHall
-0.6399999999999999,707,SweetHall
-0.6299999999999999,707,SweetHall
-0.6199999999999999,707,SweetHall
-0.6099999999999999,707,SweetHall
-0.5999999999999999,707,SweetHall
-0.5899999999999999,707,SweetHall
-0.5799999999999998,707,SweetHall
-0.57,707,SweetHall
-0.5599999999999999,707,SweetHall
-0.5499999999999999,707,SweetHall
-0.5399999999999999,707,SweetHall
-0.5299999999999999,707,SweetHall
-0.5199999999999999,707,SweetHall
-0.5099999999999999,707,SweetHall
-0.4999999999999999,707,SweetHall
-0.4899999999999999,707,SweetHall
-0.47999999999999987,707,SweetHall
-0.46999999999999986,707,SweetHall
-0.45999999999999985,707,SweetHall
-0.44999999999999996,707,SweetHall
-0.43999999999999995,707,SweetHall
-0.42999999999999994,707,SweetHall
-0.41999999999999993,707,SweetHall
-0.4099999999999999,707,SweetHall
-0.3999999999999999,707,SweetHall
-0.3899999999999999,707,SweetHall
-0.3799999999999999,707,SweetHall
-0.3699999999999999,707,SweetHall
-0.3599999999999999,707,SweetHall
-0.34999999999999987,707,SweetHall
-0.33999999999999986,707,SweetHall
-0.32999999999999985,707,SweetHall
-0.31999999999999984,707,SweetHall
-0.30999999999999983,707,SweetHall
-0.2999999999999998,707,SweetHall
-0.2899999999999998,707,SweetHall
-0.2799999999999998,707,SweetHall
-0.2699999999999998,707,SweetHall
-0.2599999999999998,707,SweetHall
-0.25,707,SweetHall
-0.24,707,SweetHall
-0.22999999999999998,707,SweetHall
-0.21999999999999997,707,SweetHall
-0.20999999999999996,707,SweetHall
-0.19999999999999996,707,SweetHall
-0.18999999999999995,707,SweetHall
-0.17999999999999994,707,SweetHall
-0.16999999999999993,707,SweetHall
-0.15999999999999992,707,SweetHall
-0.1499999999999999,707,SweetHall
-0.1399999999999999,707,SweetHall
-0.1299999999999999,707,SweetHall
-0.11999999999999988,707,SweetHall
-0.10999999999999988,707,SweetHall
-0.09999999999999987,707,SweetHall
-0.08999999999999986,706,SweetHall
-0.07999999999999985,706,SweetHall
-0.06999999999999984,705,SweetHall
-0.05999999999999983,705,SweetHall
-0.04999999999999982,704,SweetHall
-0.039999999999999813,704,SweetHall
-0.029999999999999805,704,SweetHall
-0.019999999999999796,703,SweetHall
-0.009999999999999787,702,SweetHall
0,702,SweetHall
0.010000000000000009,701,SweetHall
0.020000000000000018,701,SweetHall
0.030000000000000027,701,SweetHall
0.040000000000000036,701,SweetHall
0.050000000000000044,701,SweetHall
0.06000000000000005,701,SweetHall
0.07000000000000006,699,SweetHall
0.08000000000000007,699,SweetHall
0.09000000000000008,698,SweetHall
0.10000000000000009,696,SweetHall
0.1100000000000001,695,SweetHall
0.1200000000000001,695,SweetHall
0.13000000000000012,695,SweetHall
0.14000000000000012,694,SweetHall
0.15000000000000013,694,SweetHall
0.16000000000000014,689,SweetHall
0.17000000000000015,687,SweetHall
0.18000000000000016,683,SweetHall
0.19000000000000017,679,SweetHall
0.20000000000000018,676,SweetHall
0.2100000000000002,673,SweetHall
0.2200000000000002,673,SweetHall
0.2300000000000002,670,SweetHall
0.2400000000000002,667,SweetHall
0.2500000000000002,666,SweetHall
0.26,656,SweetHall
0.27,652,SweetHall
0.28,645,SweetHall
0.29000000000000004,635,SweetHall
0.30000000000000004,628,SweetHall
0.31000000000000005,617,SweetHall
0.32000000000000006,611,SweetHall
0.33000000000000007,605,SweetHall
0.3400000000000001,588,SweetHall
0.3500000000000001,579,SweetHall
0.3600000000000001,567,SweetHall
0.3700000000000001,556,SweetHall
0.3800000000000001,547,SweetHall
0.3900000000000001,535,SweetHall
0.40000000000000013,524,SweetHall
0.41000000000000014,511,SweetHall
0.42000000000000015,496,SweetHall
0.43000000000000016,479,SweetHall
0.44000000000000017,463,SweetHall
0.4500000000000002,447,SweetHall
0.4600000000000002,429,SweetHall
0.4700000000000002,413,SweetHall
0.4800000000000002,395,SweetHall
0.4900000000000002,377,SweetHall
0.5000000000000002,355,SweetHall
0.51,337,SweetHall
0.52,319,SweetHall
0.53,307,SweetHall
0.54,289,SweetHall
0.55,272,SweetHall
0.56,257,SweetHall
0.5700000000000001,242,SweetHall
0.5800000000000001,229,SweetHall
0.5900000000000001,213,SweetHall
0.6000000000000003,203,SweetHall
0.6100000000000001,191,SweetHall
0.6200000000000003,180,SweetHall
0.6300000000000001,166,SweetHall
0.6399999999999999,152,SweetHall
0.6500000000000001,141,SweetHall
0.6599999999999999,131,SweetHall
0.6700000000000002,119,SweetHall
0.6799999999999999,114,SweetHall
0.6900000000000002,103,SweetHall
0.7,97,SweetHall
0.7100000000000002,92,SweetHall
0.72,86,SweetHall
0.7300000000000002,79,SweetHall
0.74,72,SweetHall
0.7500000000000002,67,SweetHall
0.76,60,SweetHall
0.7700000000000002,52,SweetHall
0.78,44,SweetHall
0.7900000000000003,38,SweetHall
0.8,35,SweetHall
0.8100000000000003,28,SweetHall
0.8200000000000001,23,SweetHall
0.8300000000000003,20,SweetHall
0.8400000000000001,18,SweetHall
0.8500000000000003,14,SweetHall
0.8600000000000001,13,SweetHall
0.8700000000000003,11,SweetHall
0.8800000000000001,9,SweetHall
0.8900000000000003,7,SweetHall
0.9000000000000001,7,SweetHall
0.9099999999999999,7,SweetHall
0.9200000000000002,6,SweetHall
0.9299999999999999,5,SweetHall
0.9400000000000002,4,SweetHall
0.95,3,SweetHall
0.9600000000000002,1,SweetHall
-1.11,4235,EdenLanding
-1.1,4235,EdenLanding
-1.09,4235,EdenLanding
-1.08,4235,EdenLanding
-1.07,4235,EdenLanding
-1.06,4235,EdenLanding
-1.05,4235,EdenLanding
-1.04,4235,EdenLanding
-1.03,4235,EdenLanding
-1.02,4235,EdenLanding
-1.01,4235,EdenLanding
-1,4235,EdenLanding
-0.9900000000000001,4235,EdenLanding
-0.9800000000000001,4235,EdenLanding
-0.9700000000000001,4235,EdenLanding
-0.9600000000000001,4235,EdenLanding
-0.9500000000000001,4235,EdenLanding
-0.9400000000000001,4235,EdenLanding
-0.9300000000000002,4235,EdenLanding
-0.9200000000000002,4235,EdenLanding
-0.9100000000000001,4235,EdenLanding
-0.9000000000000001,4235,EdenLanding
-0.8900000000000001,4235,EdenLanding
-0.8800000000000001,4235,EdenLanding
-0.8700000000000001,4235,EdenLanding
-0.8600000000000001,4235,EdenLanding
-0.8500000000000001,4235,EdenLanding
-0.8400000000000001,4235,EdenLanding
-0.8300000000000001,4235,EdenLanding
-0.8200000000000001,4235,EdenLanding
-0.81,4235,EdenLanding
-0.8,4235,EdenLanding
-0.79,4235,EdenLanding
-0.78,4235,EdenLanding
-0.77,4235,EdenLanding
-0.76,4235,EdenLanding
-0.7500000000000001,4235,EdenLanding
-0.7400000000000001,4235,EdenLanding
-0.7300000000000001,4235,EdenLanding
-0.7200000000000001,4235,EdenLanding
-0.7100000000000001,4235,EdenLanding
-0.7000000000000001,4235,EdenLanding
-0.6900000000000002,4235,EdenLanding
-0.6800000000000002,4235,EdenLanding
-0.6700000000000002,4235,EdenLanding
-0.6600000000000001,4235,EdenLanding
-0.6500000000000001,4235,EdenLanding
-0.6400000000000001,4235,EdenLanding
-0.6300000000000001,4235,EdenLanding
-0.6200000000000001,4235,EdenLanding
-0.6100000000000001,4235,EdenLanding
-0.6000000000000001,4235,EdenLanding
-0.5900000000000001,4235,EdenLanding
-0.5800000000000001,4235,EdenLanding
-0.5700000000000001,4235,EdenLanding
-0.56,4235,EdenLanding
-0.55,4235,EdenLanding
-0.54,4235,EdenLanding
-0.5300000000000001,4235,EdenLanding
-0.5200000000000001,4235,EdenLanding
-0.5100000000000001,4235,EdenLanding
-0.5000000000000001,4235,EdenLanding
-0.4900000000000001,4235,EdenLanding
-0.4800000000000001,4235,EdenLanding
-0.4700000000000001,4235,EdenLanding
-0.4600000000000001,4235,EdenLanding
-0.45000000000000007,4235,EdenLanding
-0.44000000000000006,4235,EdenLanding
-0.43000000000000005,4235,EdenLanding
-0.42000000000000004,4235,EdenLanding
-0.41000000000000003,4235,EdenLanding
-0.40000000000000013,4235,EdenLanding
-0.3900000000000001,4235,EdenLanding
-0.3800000000000001,4235,EdenLanding
-0.3700000000000001,4235,EdenLanding
-0.3600000000000001,4235,EdenLanding
-0.3500000000000001,4235,EdenLanding
-0.3400000000000001,4235,EdenLanding
-0.33000000000000007,4235,EdenLanding
-0.32000000000000006,4235,EdenLanding
-0.31000000000000005,4235,EdenLanding
-0.30000000000000004,4235,EdenLanding
-0.29000000000000004,4235,EdenLanding
-0.28,4235,EdenLanding
-0.27000000000000013,4235,EdenLanding
-0.2600000000000001,4235,EdenLanding
-0.2500000000000001,4235,EdenLanding
-0.2400000000000001,4235,EdenLanding
-0.2300000000000001,4235,EdenLanding
-0.22000000000000008,4235,EdenLanding
-0.21000000000000008,4235,EdenLanding
-0.20000000000000007,4235,EdenLanding
-0.19000000000000006,4235,EdenLanding
-0.18000000000000005,4235,EdenLanding
-0.17000000000000004,4235,EdenLanding
-0.16000000000000003,4235,EdenLanding
-0.15000000000000013,4235,EdenLanding
-0.14000000000000012,4235,EdenLanding
-0.13000000000000012,4235,EdenLanding
-0.1200000000000001,4235,EdenLanding
-0.1100000000000001,4235,EdenLanding
-0.10000000000000009,4235,EdenLanding
-0.09000000000000008,4235,EdenLanding
-0.08000000000000007,4235,EdenLanding
-0.07000000000000006,4235,EdenLanding
-0.06000000000000005,4235,EdenLanding
-0.050000000000000044,4235,EdenLanding
-0.040000000000000036,4235,EdenLanding
-0.030000000000000027,4235,EdenLanding
-0.020000000000000018,4235,EdenLanding
-0.010000000000000009,4235,EdenLanding
0,4235,EdenLanding
0.010000000000000009,4235,EdenLanding
0.020000000000000018,4235,EdenLanding
0.030000000000000027,4235,EdenLanding
0.040000000000000036,4235,EdenLanding
0.04999999999999982,4235,EdenLanding
0.05999999999999983,4235,EdenLanding
0.06999999999999984,4235,EdenLanding
0.07999999999999985,4235,EdenLanding
0.08999999999999986,4235,EdenLanding
0.09999999999999987,4235,EdenLanding
0.10999999999999988,4235,EdenLanding
0.11999999999999988,4235,EdenLanding
0.1299999999999999,4235,EdenLanding
0.1399999999999999,4235,EdenLanding
0.1499999999999999,4235,EdenLanding
0.15999999999999992,4235,EdenLanding
0.16999999999999993,4235,EdenLanding
0.17999999999999994,4235,EdenLanding
0.18999999999999995,4235,EdenLanding
0.19999999999999996,4235,EdenLanding
0.20999999999999996,4235,EdenLanding
0.21999999999999997,4235,EdenLanding
0.22999999999999998,4235,EdenLanding
0.24,4235,EdenLanding
0.25,4235,EdenLanding
0.26,4235,EdenLanding
0.27,4235,EdenLanding
0.28,4235,EdenLanding
0.29000000000000004,4235,EdenLanding
0.2999999999999998,4235,EdenLanding
0.30999999999999983,4235,EdenLanding
0.31999999999999984,4235,EdenLanding
0.32999999999999985,4235,EdenLanding
0.33999999999999986,4235,EdenLanding
0.34999999999999987,4235,EdenLanding
0.3599999999999999,4235,EdenLanding
0.3699999999999999,4235,EdenLanding
0.3799999999999999,4235,EdenLanding
0.3899999999999999,4235,EdenLanding
0.3999999999999999,4235,EdenLanding
0.4099999999999999,4235,EdenLanding
0.41999999999999993,4235,EdenLanding
0.42999999999999994,4235,EdenLanding
0.43999999999999995,4235,EdenLanding
0.44999999999999996,4235,EdenLanding
0.45999999999999996,4235,EdenLanding
0.47,4235,EdenLanding
0.48,4235,EdenLanding
0.49,4235,EdenLanding
0.5,4235,EdenLanding
0.51,4235,EdenLanding
0.52,4235,EdenLanding
0.53,4235,EdenLanding
0.54,4235,EdenLanding
0.55,4235,EdenLanding
0.5599999999999998,4235,EdenLanding
0.5699999999999998,4235,EdenLanding
0.5799999999999998,4235,EdenLanding
0.5899999999999999,4235,EdenLanding
0.5999999999999999,4235,EdenLanding
0.6099999999999999,4235,EdenLanding
0.6199999999999999,4235,EdenLanding
0.6299999999999999,4235,EdenLanding
0.6399999999999999,4235,EdenLanding
0.6499999999999999,4235,EdenLanding
0.6599999999999999,4235,EdenLanding
0.6699999999999999,4235,EdenLanding
0.6799999999999999,4235,EdenLanding
0.69,4235,EdenLanding
0.7,4235,EdenLanding
0.71,4235,EdenLanding
0.72,4235,EdenLanding
0.73,4235,EdenLanding
0.74,4235,EdenLanding
0.75,4235,EdenLanding
0.76,4235,EdenLanding
0.77,4235,EdenLanding
0.78,4235,EdenLanding
0.79,4235,EdenLanding
0.8,4235,EdenLanding
0.8099999999999998,4235,EdenLanding
0.8199999999999998,4235,EdenLanding
0.8299999999999998,4235,EdenLanding
0.8399999999999999,4235,EdenLanding
0.8499999999999999,4235,EdenLanding
0.8599999999999999,4235,EdenLanding
0.8699999999999999,4235,EdenLanding
0.8799999999999999,4235,EdenLanding
