targetElevations,n,site_id
0.8899999999999999,4235,EdenLanding
0.9000000000000001,4235,EdenLanding
0.9099999999999999,4235,EdenLanding
0.9200000000000002,4235,EdenLanding
0.9299999999999999,4235,EdenLanding
0.9399999999999997,4235,EdenLanding
0.95,4235,EdenLanding
0.9599999999999997,4235,EdenLanding
0.97,4235,EdenLanding
0.9799999999999998,4235,EdenLanding
0.99,4235,EdenLanding
0.9999999999999998,4235,EdenLanding
1.01,4235,EdenLanding
1.0199999999999998,4235,EdenLanding
1.03,4235,EdenLanding
1.0399999999999998,4235,EdenLanding
1.05,4235,EdenLanding
1.0599999999999998,4235,EdenLanding
1.07,4235,EdenLanding
1.0799999999999998,4235,EdenLanding
1.09,4235,EdenLanding
1.0999999999999999,4234,EdenLanding
1.11,4234,EdenLanding
1.1199999999999999,4234,EdenLanding
1.1300000000000001,4232,EdenLanding
1.14,4232,EdenLanding
1.1500000000000001,4231,EdenLanding
1.16,4231,EdenLanding
1.1700000000000002,4229,EdenLanding
1.18,4228,EdenLanding
1.1900000000000002,4228,EdenLanding
1.2,4228,EdenLanding
1.2099999999999997,4228,EdenLanding
1.22,4228,EdenLanding
1.2299999999999998,4228,EdenLanding
1.24,4228,EdenLanding
1.2499999999999998,4228,EdenLanding
1.26,4225,EdenLanding
1.2699999999999998,4224,EdenLanding
1.28,4222,EdenLanding
1.2899999999999998,4218,EdenLanding
1.3,4215,EdenLanding
1.3099999999999998,4211,EdenLanding
1.32,4205,EdenLanding
1.3299999999999998,4199,EdenLanding
1.34,4197,EdenLanding
1.3499999999999999,4194,EdenLanding
1.36,4191,EdenLanding
1.3699999999999999,4185,EdenLanding
1.3800000000000001,4177,EdenLanding
1.39,4173,EdenLanding
1.4000000000000001,4165,EdenLanding
1.41,4154,EdenLanding
1.4200000000000002,4146,EdenLanding
1.43,4144,EdenLanding
1.4400000000000002,4135,EdenLanding
1.45,4122,EdenLanding
1.4599999999999997,4112,EdenLanding
1.47,4094,EdenLanding
1.4799999999999998,4074,EdenLanding
1.49,4065,EdenLanding
1.4999999999999998,4048,EdenLanding
1.51,4036,EdenLanding
1.5199999999999998,4027,EdenLanding
1.53,4016,EdenLanding
1.5399999999999998,3996,EdenLanding
1.55,3977,EdenLanding
1.5599999999999998,3953,EdenLanding
1.57,3927,EdenLanding
1.5799999999999998,3907,EdenLanding
1.59,3881,EdenLanding
1.5999999999999999,3853,EdenLanding
1.61,3830,EdenLanding
1.6199999999999999,3799,EdenLanding
1.6300000000000001,3769,EdenLanding
1.64,3739,EdenLanding
1.6500000000000001,3714,EdenLanding
1.66,3685,EdenLanding
1.6700000000000002,3641,EdenLanding
1.68,3608,EdenLanding
1.6900000000000002,3567,EdenLanding
1.7,3528,EdenLanding
1.7099999999999997,3483,EdenLanding
1.72,3440,EdenLanding
1.7299999999999998,3398,EdenLanding
1.74,3350,EdenLanding
1.7499999999999998,3307,EdenLanding
1.76,3264,EdenLanding
1.7699999999999998,3221,EdenLanding
1.78,3180,EdenLanding
1.7899999999999998,3133,EdenLanding
1.8,3079,EdenLanding
1.8099999999999998,3015,EdenLanding
1.82,2954,EdenLanding
1.8299999999999998,2901,EdenLanding
1.84,2848,EdenLanding
1.8499999999999999,2779,EdenLanding
1.86,2720,EdenLanding
1.8699999999999999,2668,EdenLanding
1.8800000000000001,2612,EdenLanding
1.89,2556,EdenLanding
1.9000000000000001,2489,EdenLanding
1.91,2434,EdenLanding
1.9200000000000002,2371,EdenLanding
1.93,2319,EdenLanding
1.9400000000000002,2248,EdenLanding
1.95,2201,EdenLanding
1.9600000000000002,2135,EdenLanding
1.97,2084,EdenLanding
1.9799999999999998,2031,EdenLanding
1.99,1991,EdenLanding
1.9999999999999998,1935,EdenLanding
2.01,1882,EdenLanding
2.0199999999999996,1841,EdenLanding
2.0300000000000002,1783,EdenLanding
2.04,1753,EdenLanding
2.05,1705,EdenLanding
2.0599999999999996,1650,EdenLanding
2.0700000000000003,1601,EdenLanding
2.08,1558,EdenLanding
2.09,1512,EdenLanding
2.0999999999999996,1458,EdenLanding
2.1100000000000003,1406,EdenLanding
2.12,1360,EdenLanding
2.13,1315,EdenLanding
2.1399999999999997,1270,EdenLanding
2.1500000000000004,1214,EdenLanding
2.16,1181,EdenLanding
2.17,1135,EdenLanding
2.1799999999999997,1093,EdenLanding
2.1900000000000004,1055,EdenLanding
2.2,1032,EdenLanding
2.21,986,EdenLanding
2.2199999999999998,932,EdenLanding
2.2299999999999995,895,EdenLanding
2.24,866,EdenLanding
2.25,833,EdenLanding
2.26,797,EdenLanding
2.2699999999999996,762,EdenLanding
2.2800000000000002,720,EdenLanding
2.29,681,EdenLanding
2.3,652,EdenLanding
2.3099999999999996,619,EdenLanding
2.3200000000000003,584,EdenLanding
2.33,552,EdenLanding
2.34,518,EdenLanding
2.3499999999999996,496,EdenLanding
2.3600000000000003,458,EdenLanding
2.37,434,EdenLanding
2.38,414,EdenLanding
2.3899999999999997,393,EdenLanding
2.4000000000000004,365,EdenLanding
2.41,334,EdenLanding
2.42,316,EdenLanding
2.4299999999999997,292,EdenLanding
2.4400000000000004,272,EdenLanding
2.45,255,EdenLanding
2.46,235,EdenLanding
2.4699999999999998,216,EdenLanding
2.4799999999999995,203,EdenLanding
2.49,187,EdenLanding
2.5,171,EdenLanding
2.51,161,EdenLanding
2.5199999999999996,140,EdenLanding
2.5300000000000002,121,EdenLanding
2.54,115,EdenLanding
2.55,99,EdenLanding
2.5599999999999996,86,EdenLanding
2.5700000000000003,69,EdenLanding
2.58,60,EdenLanding
2.59,54,EdenLanding
2.5999999999999996,46,EdenLanding
2.6100000000000003,43,EdenLanding
2.62,35,EdenLanding
2.63,26,EdenLanding
2.6399999999999997,23,EdenLanding
2.6500000000000004,19,EdenLanding
2.66,17,EdenLanding
2.67,12,EdenLanding
2.6799999999999997,8,EdenLanding
2.6900000000000004,5,EdenLanding
2.7,4,EdenLanding
2.71,4,EdenLanding
2.7199999999999998,4,EdenLanding
2.7299999999999995,4,EdenLanding
2.74,2,EdenLanding
2.75,1,EdenLanding
2.76,1,EdenLanding
2.7699999999999996,1,EdenLanding
2.7800000000000002,1,EdenLanding
2.79,1,EdenLanding
2.8,1,EdenLanding
2.8099999999999996,1,EdenLanding
2.8200000000000003,1,EdenLanding
2.83,1,EdenLanding
2.84,1,EdenLanding
2.8499999999999996,1,EdenLanding
2.8600000000000003,1,EdenLanding
2.87,1,EdenLanding
2.88,1,EdenLanding
2.8899999999999997,1,EdenLanding
2.8999999999999995,1,EdenLanding
2.91,1,EdenLanding
2.92,1,EdenLanding
-0.06,1510,Barataria
-0.049999999999999996,1507,Barataria
-0.039999999999999994,1503,Barataria
-0.03,1495,Barataria
-0.019999999999999997,1492,Barataria
-0.009999999999999995,1486,Barataria
0,1482,Barataria
0.010000000000000009,1480,Barataria
0.020000000000000004,1478,Barataria
0.03,1474,Barataria
0.04000000000000001,1463,Barataria
0.05,1456,Barataria
0.06,1445,Barataria
0.07,1432,Barataria
0.08000000000000002,1413,Barataria
0.09,1404,Barataria
0.1,1396,Barataria
0.11000000000000001,1374,Barataria
0.12,1362,Barataria
0.13,1352,Barataria
0.14,1336,Barataria
0.15,1314,Barataria
0.16,1297,Barataria
0.17,1279,Barataria
0.18,1255,Barataria
0.19,1230,Barataria
0.2,1206,Barataria
0.21000000000000002,1178,Barataria
0.22000000000000003,1131,Barataria
0.22999999999999998,1102,Barataria
0.24,1071,Barataria
0.25,1025,Barataria
0.26,994,Barataria
0.27,968,Barataria
0.28,940,Barataria
0.29000000000000004,882,Barataria
0.3,845,Barataria
0.31,798,Barataria
0.32,767,Barataria
0.33,717,Barataria
0.34,685,Barataria
0.35000000000000003,654,Barataria
0.36,611,Barataria
0.37,581,Barataria
0.38,548,Barataria
0.39,507,Barataria
0.4,467,Barataria
0.41000000000000003,432,Barataria
0.42,397,Barataria
0.43,359,Barataria
0.44,332,Barataria
0.45,307,Barataria
0.46,267,Barataria
0.47000000000000003,238,Barataria
0.48000000000000004,215,Barataria
0.49000000000000005,200,Barataria
0.5,176,Barataria
0.51,165,Barataria
0.52,147,Barataria
0.53,137,Barataria
0.54,118,Barataria
0.55,104,Barataria
0.56,91,Barataria
0.5700000000000001,81,Barataria
0.5800000000000001,74,Barataria
0.5900000000000001,63,Barataria
0.6000000000000001,60,Barataria
0.6100000000000001,50,Barataria
0.6200000000000001,43,Barataria
0.6300000000000001,37,Barataria
0.6400000000000001,34,Barataria
0.6499999999999999,27,Barataria
0.6599999999999999,24,Barataria
0.6699999999999999,22,Barataria
0.6799999999999999,21,Barataria
0.69,20,Barataria
0.7,19,Barataria
0.71,19,Barataria
0.72,17,Barataria
0.73,16,Barataria
0.74,16,Barataria
0.75,15,Barataria
0.76,14,Barataria
0.77,14,Barataria
0.78,13,Barataria
0.79,13,Barataria
0.8,13,Barataria
0.81,13,Barataria
0.8200000000000001,11,Barataria
0.8300000000000001,11,Barataria
0.8400000000000001,11,Barataria
0.8500000000000001,10,Barataria
0.8600000000000001,10,Barataria
0.8700000000000001,9,Barataria
0.8800000000000001,7,Barataria
0.8900000000000001,7,Barataria
0.8999999999999999,6,Barataria
0.9099999999999999,6,Barataria
0.9199999999999999,6,Barataria
0.9299999999999999,5,Barataria
0.94,5,Barataria
0.95,5,Barataria
0.96,4,Barataria
0.97,3,Barataria
0.98,3,Barataria
0.99,3,Barataria
1,3,Barataria
1.01,3,Barataria
1.02,3,Barataria
1.03,3,Barataria
1.04,3,Barataria
1.05,3,Barataria
1.06,3,Barataria
1.07,3,Barataria
1.08,3,Barataria
1.09,3,Barataria
1.0999999999999999,3,Barataria
1.1099999999999999,3,Barataria
1.1199999999999999,3,Barataria
1.13,3,Barataria
1.14,3,Barataria
1.15,3,Barataria
1.16,3,Barataria
1.17,3,Barataria
1.18,3,Barataria
1.19,3,Barataria
1.2,2,Barataria
1.21,2,Barataria
1.22,2,Barataria
1.23,2,Barataria
1.24,2,Barataria
1.25,2,Barataria
1.26,2,Barataria
1.27,2,Barataria
1.28,2,Barataria
1.29,2,Barataria
1.3,2,Barataria
1.31,1,Barataria
1.32,1,Barataria
1.33,1,Barataria
1.34,1,Barataria
1.3499999999999999,1,Barataria
1.3599999999999999,1,Barataria
1.3699999999999999,1,Barataria
1.38,1,Barataria
1.39,1,Barataria
1.4,1,Barataria
1.41,1,Barataria
1.42,1,Barataria
1.43,1,Barataria
1.44,1,Barataria
1.45,1,Barataria
1.46,1,Barataria
1.47,1,Barataria
1.48,1,Barataria
1.49,1,Barataria
1.5,1,Barataria
1.51,1,Barataria
1.52,1,Barataria
1.53,1,Barataria
-1.08,3657,SageLotPond
-1.07,3657,SageLotPond
-1.06,3657,SageLotPond
-1.05,3657,SageLotPond
-1.04,3657,SageLotPond
-1.03,3657,SageLotPond
-1.02,3657,SageLotPond
-1.01,3657,SageLotPond
-1,3657,SageLotPond
-0.9900000000000001,3657,SageLotPond
-0.9800000000000001,3657,SageLotPond
-0.9700000000000001,3657,SageLotPond
-0.9600000000000001,3657,SageLotPond
-0.9500000000000001,3657,SageLotPond
-0.9400000000000001,3657,SageLotPond
-0.93,3657,SageLotPond
-0.92,3657,SageLotPond
-0.91,3657,SageLotPond
-0.9000000000000001,3657,SageLotPond
-0.8900000000000001,3657,SageLotPond
-0.8800000000000001,3657,SageLotPond
-0.8700000000000001,3657,SageLotPond
-0.8600000000000001,3657,SageLotPond
-0.8500000000000001,3657,SageLotPond
-0.8400000000000001,3657,SageLotPond
-0.8300000000000001,3657,SageLotPond
-0.8200000000000001,3657,SageLotPond
-0.81,3657,SageLotPond
-0.8,3657,SageLotPond
-0.79,3657,SageLotPond
-0.78,3657,SageLotPond
-0.77,3657,SageLotPond
-0.76,3657,SageLotPond
-0.75,3657,SageLotPond
-0.74,3657,SageLotPond
-0.73,3657,SageLotPond
-0.7200000000000001,3657,SageLotPond
-0.7100000000000001,3657,SageLotPond
-0.7000000000000001,3657,SageLotPond
-0.6900000000000001,3657,SageLotPond
-0.68,3657,SageLotPond
-0.67,3657,SageLotPond
-0.6600000000000001,3657,SageLotPond
-0.6500000000000001,3657,SageLotPond
-0.6400000000000001,3657,SageLotPond
-0.6300000000000001,3657,SageLotPond
-0.6200000000000001,3657,SageLotPond
-0.6100000000000001,3657,SageLotPond
-0.6000000000000001,3657,SageLotPond
-0.5900000000000001,3657,SageLotPond
-0.5800000000000001,3657,SageLotPond
-0.5700000000000001,3657,SageLotPond
-0.56,3657,SageLotPond
-0.55,3657,SageLotPond
-0.54,3657,SageLotPond
-0.53,3657,SageLotPond
-0.52,3657,SageLotPond
-0.51,3657,SageLotPond
-0.5000000000000001,3657,SageLotPond
-0.4900000000000001,3656,SageLotPond
-0.4800000000000001,3656,SageLotPond
-0.4700000000000001,3656,SageLotPond
-0.4600000000000001,3656,SageLotPond
-0.45000000000000007,3655,SageLotPond
-0.44000000000000006,3655,SageLotPond
-0.43000000000000005,3655,SageLotPond
-0.42000000000000004,3655,SageLotPond
-0.41000000000000003,3653,SageLotPond
-0.4,3651,SageLotPond
-0.39,3651,SageLotPond
-0.38,3650,SageLotPond
-0.3700000000000001,3649,SageLotPond
-0.3600000000000001,3649,SageLotPond
-0.3500000000000001,3648,SageLotPond
-0.3400000000000001,3648,SageLotPond
-0.33000000000000007,3647,SageLotPond
-0.32000000000000006,3645,SageLotPond
-0.31000000000000005,3643,SageLotPond
-0.30000000000000004,3643,SageLotPond
-0.29000000000000004,3642,SageLotPond
-0.28,3640,SageLotPond
-0.27,3639,SageLotPond
-0.26,3636,SageLotPond
-0.25,3636,SageLotPond
-0.2400000000000001,3632,SageLotPond
-0.2300000000000001,3631,SageLotPond
-0.22000000000000008,3631,SageLotPond
-0.21000000000000008,3630,SageLotPond
-0.20000000000000007,3628,SageLotPond
-0.19000000000000006,3622,SageLotPond
-0.18000000000000005,3619,SageLotPond
-0.17000000000000004,3614,SageLotPond
-0.16000000000000003,3606,SageLotPond
-0.15000000000000002,3603,SageLotPond
-0.14,3592,SageLotPond
-0.13,3587,SageLotPond
-0.1200000000000001,3579,SageLotPond
-0.1100000000000001,3570,SageLotPond
-0.10000000000000009,3554,SageLotPond
-0.09000000000000008,3539,SageLotPond
-0.08000000000000007,3525,SageLotPond
-0.07000000000000006,3507,SageLotPond
-0.06000000000000005,3491,SageLotPond
-0.050000000000000044,3473,SageLotPond
-0.040000000000000036,3455,SageLotPond
-0.030000000000000027,3442,SageLotPond
-0.020000000000000018,3419,SageLotPond
-0.010000000000000009,3392,SageLotPond
0,3362,SageLotPond
0.010000000000000009,3336,SageLotPond
0.020000000000000018,3305,SageLotPond
0.030000000000000027,3273,SageLotPond
0.040000000000000036,3246,SageLotPond
0.050000000000000044,3209,SageLotPond
0.06000000000000005,3180,SageLotPond
0.07000000000000006,3145,SageLotPond
0.07999999999999985,3110,SageLotPond
0.08999999999999986,3071,SageLotPond
0.09999999999999987,3023,SageLotPond
0.10999999999999988,2988,SageLotPond
0.11999999999999988,2935,SageLotPond
0.1299999999999999,2871,SageLotPond
0.1399999999999999,2805,SageLotPond
0.1499999999999999,2740,SageLotPond
0.15999999999999992,2673,SageLotPond
0.16999999999999993,2605,SageLotPond
0.17999999999999994,2537,SageLotPond
0.18999999999999995,2465,SageLotPond
0.19999999999999996,2390,SageLotPond
0.20999999999999996,2323,SageLotPond
0.21999999999999997,2243,SageLotPond
0.22999999999999998,2170,SageLotPond
0.24,2086,SageLotPond
0.25,2013,SageLotPond
0.26,1937,SageLotPond
0.27,1860,SageLotPond
0.28,1785,SageLotPond
0.29000000000000004,1678,SageLotPond
0.30000000000000004,1591,SageLotPond
0.31000000000000005,1509,SageLotPond
0.32000000000000006,1418,SageLotPond
0.32999999999999985,1356,SageLotPond
0.33999999999999986,1287,SageLotPond
0.34999999999999987,1209,SageLotPond
0.3599999999999999,1140,SageLotPond
0.3699999999999999,1069,SageLotPond
0.3799999999999999,1008,SageLotPond
0.3899999999999999,947,SageLotPond
0.3999999999999999,880,SageLotPond
0.4099999999999999,824,SageLotPond
0.41999999999999993,767,SageLotPond
0.42999999999999994,718,SageLotPond
0.43999999999999995,672,SageLotPond
0.44999999999999996,620,SageLotPond
0.45999999999999996,562,SageLotPond
0.47,517,SageLotPond
0.48,469,SageLotPond
0.49,427,SageLotPond
0.5,390,SageLotPond
0.51,359,SageLotPond
0.52,314,SageLotPond
0.53,289,SageLotPond
0.54,266,SageLotPond
0.55,242,SageLotPond
0.56,222,SageLotPond
0.5700000000000001,205,SageLotPond
0.5800000000000001,180,SageLotPond
0.5899999999999999,155,SageLotPond
0.5999999999999999,142,SageLotPond
0.6099999999999999,132,SageLotPond
0.6199999999999999,120,SageLotPond
0.6299999999999999,109,SageLotPond
0.6399999999999999,101,SageLotPond
0.6499999999999999,93,SageLotPond
0.6599999999999999,85,SageLotPond
0.6699999999999999,76,SageLotPond
0.6799999999999999,66,SageLotPond
0.69,54,SageLotPond
0.7,50,SageLotPond
0.71,49,SageLotPond
0.72,41,SageLotPond
0.73,38,SageLotPond
0.74,34,SageLotPond
0.75,32,SageLotPond
0.76,26,SageLotPond
0.77,26,SageLotPond
0.78,23,SageLotPond
0.79,20,SageLotPond
0.8,17,SageLotPond
0.81,16,SageLotPond
0.8200000000000001,13,SageLotPond
0.8300000000000001,12,SageLotPond
0.8399999999999999,11,SageLotPond
0.8499999999999999,10,SageLotPond
0.8599999999999999,9,SageLotPond
0.8699999999999999,9,SageLotPond
0.8799999999999999,9,SageLotPond
0.8899999999999999,9,SageLotPond
0.8999999999999999,9,SageLotPond
0.9099999999999999,8,SageLotPond
0.9199999999999999,8,SageLotPond
0.9300000000000002,6,SageLotPond
0.94,6,SageLotPond
0.9500000000000002,5,SageLotPond
0.96,5,SageLotPond
0.9699999999999998,4,SageLotPond
0.98,4,SageLotPond
0.9899999999999998,3,SageLotPond
1,2,SageLotPond
1.0099999999999998,2,SageLotPond
1.02,2,SageLotPond
1.0299999999999998,2,SageLotPond
1.04,1,SageLotPond
1.0499999999999998,1,SageLotPond
1.06,1,SageLotPond
1.0699999999999998,1,SageLotPond
1.08,1,SageLotPond
1.0899999999999999,1,SageLotPond
1.1,1,SageLotPond
1.1099999999999999,1,SageLotPond
1.12,1,SageLotPond
0.09,1410,RushRanch
0.09999999999999999,1410,RushRanch
0.11,1410,RushRanch
0.12,1410,RushRanch
0.13,1410,RushRanch
0.14,1410,RushRanch
0.15,1410,RushRanch
0.16,1410,RushRanch
0.16999999999999998,1410,RushRanch
0.18,1410,RushRanch
0.19,1410,RushRanch
0.2,1410,RushRanch
0.21,1410,RushRanch
0.22,1410,RushRanch
0.23,1410,RushRanch
0.24,1410,RushRanch
0.25,1410,RushRanch
0.26,1410,RushRanch
0.27,1410,RushRanch
0.28,1410,RushRanch
0.29000000000000004,1410,RushRanch
0.3,1410,RushRanch
0.31,1410,RushRanch
0.32,1410,RushRanch
0.32999999999999996,1410,RushRanch
0.33999999999999997,1410,RushRanch
0.35,1410,RushRanch
0.36,1410,RushRanch
0.37,1410,RushRanch
0.38,1410,RushRanch
0.39,1410,RushRanch
0.4,1410,RushRanch
0.41000000000000003,1410,RushRanch
0.42000000000000004,1410,RushRanch
0.43000000000000005,1410,RushRanch
0.44000000000000006,1410,RushRanch
0.44999999999999996,1410,RushRanch
0.45999999999999996,1410,RushRanch
0.47,1410,RushRanch
0.48,1410,RushRanch
0.49,1410,RushRanch
0.5,1410,RushRanch
0.51,1410,RushRanch
0.52,1410,RushRanch
0.53,1410,RushRanch
0.54,1410,RushRanch
0.55,1410,RushRanch
0.56,1410,RushRanch
0.57,1410,RushRanch
0.58,1410,RushRanch
0.59,1410,RushRanch
0.6,1410,RushRanch
0.61,1410,RushRanch
0.62,1410,RushRanch
0.63,1410,RushRanch
0.64,1410,RushRanch
0.65,1410,RushRanch
0.66,1410,RushRanch
0.6699999999999999,1410,RushRanch
0.6799999999999999,1410,RushRanch
0.69,1410,RushRanch
0.7,1410,RushRanch
0.71,1410,RushRanch
0.72,1410,RushRanch
0.73,1410,RushRanch
0.74,1410,RushRanch
0.75,1410,RushRanch
0.76,1410,RushRanch
0.77,1410,RushRanch
0.78,1410,RushRanch
0.79,1410,RushRanch
0.7999999999999999,1410,RushRanch
0.8099999999999999,1410,RushRanch
0.82,1410,RushRanch
0.83,1410,RushRanch
0.84,1410,RushRanch
0.85,1410,RushRanch
0.86,1410,RushRanch
0.87,1410,RushRanch
0.88,1410,RushRanch
0.89,1410,RushRanch
0.9,1410,RushRanch
0.91,1410,RushRanch
0.92,1410,RushRanch
0.9299999999999999,1410,RushRanch
0.94,1410,RushRanch
0.95,1410,RushRanch
0.96,1410,RushRanch
0.97,1410,RushRanch
0.98,1410,RushRanch
0.99,1410,RushRanch
1,1410,RushRanch
1.01,1410,RushRanch
1.02,1410,RushRanch
1.03,1410,RushRanch
1.04,1410,RushRanch
1.05,1410,RushRanch
1.06,1410,RushRanch
1.07,1410,RushRanch
1.08,1410,RushRanch
1.09,1410,RushRanch
1.1,1410,RushRanch
1.11,1410,RushRanch
1.12,1410,RushRanch
1.1300000000000001,1410,RushRanch
1.1400000000000001,1410,RushRanch
1.1500000000000001,1410,RushRanch
1.1600000000000001,1410,RushRanch
1.1700000000000002,1410,RushRanch
1.1800000000000002,1410,RushRanch
1.1900000000000002,1410,RushRanch
1.2000000000000002,1410,RushRanch
1.2100000000000002,1410,RushRanch
1.2200000000000002,1410,RushRanch
1.2300000000000002,1410,RushRanch
1.2400000000000002,1410,RushRanch
1.25,1409,RushRanch
1.26,1408,RushRanch
1.27,1408,RushRanch
1.28,1408,RushRanch
1.29,1406,RushRanch
1.3,1405,RushRanch
1.31,1403,RushRanch
1.32,1401,RushRanch
1.33,1401,RushRanch
1.34,1398,RushRanch
1.35,1395,RushRanch
1.36,1394,RushRanch
1.37,1392,RushRanch
1.3800000000000001,1389,RushRanch
1.3900000000000001,1383,RushRanch
1.4000000000000001,1378,RushRanch
1.4100000000000001,1371,RushRanch
1.4200000000000002,1369,RushRanch
1.4300000000000002,1365,RushRanch
1.4400000000000002,1356,RushRanch
1.4500000000000002,1350,RushRanch
1.4600000000000002,1340,RushRanch
1.4700000000000002,1329,RushRanch
1.4800000000000002,1321,RushRanch
1.4900000000000002,1299,RushRanch
1.5,1289,RushRanch
1.51,1273,RushRanch
1.52,1256,RushRanch
1.53,1235,RushRanch
1.54,1213,RushRanch
1.55,1190,RushRanch
1.56,1175,RushRanch
1.57,1147,RushRanch
1.58,1117,RushRanch
1.59,1099,RushRanch
1.6,1079,RushRanch
1.61,1065,RushRanch
1.62,1041,RushRanch
1.6300000000000001,1012,RushRanch
1.6400000000000001,992,RushRanch
1.6500000000000001,968,RushRanch
1.6600000000000001,946,RushRanch
1.6700000000000002,925,RushRanch
1.6800000000000002,898,RushRanch
1.6900000000000002,869,RushRanch
1.7000000000000002,841,RushRanch
1.7100000000000002,813,RushRanch
1.7200000000000002,796,RushRanch
1.7300000000000002,768,RushRanch
1.7400000000000002,738,RushRanch
1.7500000000000002,708,RushRanch
1.76,688,RushRanch
1.77,661,RushRanch
1.78,639,RushRanch
1.79,613,RushRanch
1.8,592,RushRanch
1.81,571,RushRanch
1.82,547,RushRanch
1.83,516,RushRanch
1.84,487,RushRanch
1.85,461,RushRanch
1.86,438,RushRanch
1.87,421,RushRanch
1.8800000000000001,403,RushRanch
1.8900000000000001,384,RushRanch
1.9000000000000001,356,RushRanch
1.9100000000000001,338,RushRanch
1.9200000000000002,315,RushRanch
1.9300000000000002,293,RushRanch
1.9400000000000002,276,RushRanch
1.9500000000000002,262,RushRanch
1.9600000000000002,237,RushRanch
1.9700000000000002,217,RushRanch
1.9800000000000002,204,RushRanch
1.9900000000000002,191,RushRanch
2,177,RushRanch
2.01,166,RushRanch
2.02,151,RushRanch
2.03,134,RushRanch
2.04,127,RushRanch
2.05,115,RushRanch
2.06,106,RushRanch
2.07,98,RushRanch
2.08,90,RushRanch
2.09,83,RushRanch
2.1,79,RushRanch
2.11,73,RushRanch
2.12,66,RushRanch
2.13,61,RushRanch
2.1399999999999997,53,RushRanch
2.15,44,RushRanch
2.1599999999999997,40,RushRanch
2.17,37,RushRanch
2.1799999999999997,33,RushRanch
2.19,30,RushRanch
2.1999999999999997,30,RushRanch
2.21,25,RushRanch
2.2199999999999998,24,RushRanch
2.23,22,RushRanch
2.2399999999999998,21,RushRanch
2.25,21,RushRanch
2.26,18,RushRanch
2.27,15,RushRanch
2.28,13,RushRanch
2.29,13,RushRanch
2.3,13,RushRanch
2.31,12,RushRanch
2.32,11,RushRanch
2.33,10,RushRanch
2.34,10,RushRanch
2.35,10,RushRanch
2.36,10,RushRanch
2.37,8,RushRanch
2.38,8,RushRanch
2.39,7,RushRanch
2.4,7,RushRanch
2.4099999999999997,7,RushRanch
2.42,7,RushRanch
2.4299999999999997,6,RushRanch
2.44,5,RushRanch
2.4499999999999997,5,RushRanch
2.46,5,RushRanch
2.4699999999999998,4,RushRanch
2.48,4,RushRanch
2.4899999999999998,4,RushRanch
2.5,3,RushRanch
2.51,2,RushRanch
2.52,2,RushRanch
2.53,1,RushRanch
2.54,1,RushRanch
2.55,1,RushRanch
