site_id,year,month,day,hour,wl,time_LST,n,area_m2
GoodwinIsland,2024,9,22,0,0.79175,2024-09-22T00:22:30Z,4,132560.78458389489
GoodwinIsland,2024,9,22,1,0.6775,2024-09-22T01:22:30Z,4,110878.93075446293
GoodwinIsland,2024,9,22,2,0.53075,2024-09-22T02:22:30Z,4,62215.99736242203
GoodwinIsland,2024,9,22,3,0.34025,2024-09-22T03:22:30Z,4,17950.55836913434
GoodwinIsland,2024,9,22,4,0.22575,2024-09-22T04:22:30Z,4,12293.63885463821
GoodwinIsland,2024,9,22,5,0.16925,2024-09-22T05:22:30Z,4,8675.836828029618
GoodwinIsland,2024,9,22,6,0.19325,2024-09-22T06:22:30Z,4,9837.904359466986
GoodwinIsland,2024,9,22,7,0.324,2024-09-22T07:22:30Z,4,17146.962229071843
GoodwinIsland,2024,9,22,8,0.538,2024-09-22T08:22:30Z,4,65417.59161329449
GoodwinIsland,2024,9,22,9,0.7805,2024-09-22T09:22:30Z,4,131510.4072295086
GoodwinIsland,2024,9,22,10,0.96075,2024-09-22T10:22:30Z,4,138642.75731385133
GoodwinIsland,2024,9,22,11,1.0670000000000002,2024-09-22T11:22:30Z,4,140333.67986678053
GoodwinIsland,2024,9,22,12,1.0465,2024-09-22T12:22:30Z,4,140007.43128009772
GoodwinIsland,2024,9,22,13,0.944,2024-09-22T13:22:30Z,4,138376.1883466837
GoodwinIsland,2024,9,22,14,0.78425,2024-09-22T14:22:30Z,4,131860.53301430403
GoodwinIsland,2024,9,22,15,0.62625,2024-09-22T15:22:30Z,4,93928.68894671388
GoodwinIsland,2024,9,22,16,0.472,2024-09-22T16:22:30Z,4,38913.51592886612
GoodwinIsland,2024,9,22,17,0.36425,2024-09-22T17:22:30Z,4,19252.947798072913
GoodwinIsland,2024,9,22,18,0.31425000000000003,2024-09-22T18:22:30Z,4,16715.654068292206
GoodwinIsland,2024,9,22,19,0.33825,2024-09-22T19:22:30Z,4,17842.025916722796
GoodwinIsland,2024,9,22,20,0.423,2024-09-22T20:22:30Z,4,25172.51234495891
GoodwinIsland,2024,9,22,21,0.53975,2024-09-22T21:22:30Z,4,66056.55181918906
GoodwinIsland,2024,9,22,22,0.68425,2024-09-22T22:22:30Z,4,113190.5091966363
GoodwinIsland,2024,9,22,23,0.8182499999999999,2024-09-22T23:22:30Z,4,135035.00679644928
GoodwinIsland,2024,9,23,0,0.86,2024-09-23T00:22:30Z,4,137039.36486954437
GoodwinIsland,2024,9,23,1,0.80975,2024-09-23T01:22:30Z,4,134241.38835091298
GoodwinIsland,2024,9,23,2,0.68075,2024-09-23T02:22:30Z,4,111991.9129673612
GoodwinIsland,2024,9,23,3,0.5285,2024-09-23T03:22:30Z,4,61156.84564146583
GoodwinIsland,2024,9,23,4,0.392,2024-09-23T04:22:30Z,4,20634.682184595073
GoodwinIsland,2024,9,23,5,0.31125,2024-09-23T05:22:30Z,4,16582.943864975394
GoodwinIsland,2024,9,23,6,0.2755,2024-09-23T06:22:30Z,4,15097.49548777162
GoodwinIsland,2024,9,23,7,0.302,2024-09-23T07:22:30Z,4,16173.754071415224
GoodwinIsland,2024,9,23,8,0.39725,2024-09-23T08:22:30Z,4,21450.650997138866
GoodwinIsland,2024,9,23,9,0.57725,2024-09-23T09:22:30Z,4,78788.26212220738
GoodwinIsland,2024,9,23,10,0.7737499999999999,2024-09-23T10:22:30Z,4,130880.1808168768
GoodwinIsland,2024,9,23,11,0.9355,2024-09-23T11:22:30Z,4,138240.91454244935
GoodwinIsland,2024,9,23,12,1.014,2024-09-23T12:22:30Z,4,139490.20791096642
GoodwinIsland,2024,9,23,13,1.003,2024-09-23T13:22:30Z,4,139315.14769372198
GoodwinIsland,2024,9,23,14,0.911,2024-09-23T14:22:30Z,4,137851.0076949504
GoodwinIsland,2024,9,23,15,0.78225,2024-09-23T15:22:30Z,4,131673.79926241314
GoodwinIsland,2024,9,23,16,0.6195,2024-09-23T16:22:30Z,4,91737.23681443918
GoodwinIsland,2024,9,23,17,0.47975,2024-09-23T17:22:30Z,4,42000.721016143354
GoodwinIsland,2024,9,23,18,0.3885,2024-09-23T18:22:30Z,4,20274.46495092081
GoodwinIsland,2024,9,23,19,0.35375,2024-09-23T19:22:30Z,4,18683.152422912288
GoodwinIsland,2024,9,23,20,0.39075,2024-09-23T20:22:30Z,4,20440.403895894167
GoodwinIsland,2024,9,23,21,0.438,2024-09-23T21:22:30Z,4,27307.15164734259
GoodwinIsland,2024,9,23,22,0.5425,2024-09-23T22:22:30Z,4,67060.63214273774
GoodwinIsland,2024,9,23,23,0.67025,2024-09-23T23:22:30Z,4,108396.12427953599
GoodwinIsland,2024,9,24,0,0.788,2024-09-24T00:22:30Z,4,132210.65879909947
GoodwinIsland,2024,9,24,1,0.8312499999999999,2024-09-24T01:22:30Z,4,136248.77618374012
GoodwinIsland,2024,9,24,2,0.77925,2024-09-24T02:22:30Z,4,131393.69863457678
GoodwinIsland,2024,9,24,3,0.6765,2024-09-24T03:22:30Z,4,110536.47468895576
GoodwinIsland,2024,9,24,4,0.5475,2024-09-24T04:22:30Z,4,68886.23273100803
GoodwinIsland,2024,9,24,5,0.44275,2024-09-24T05:22:30Z,4,28169.956656500846
GoodwinIsland,2024,9,24,6,0.3645,2024-09-24T06:22:30Z,4,19266.514354624356
GoodwinIsland,2024,9,24,7,0.32475,2024-09-24T07:22:30Z,4,17180.139779901045
GoodwinIsland,2024,9,24,8,0.33625,2024-09-24T08:22:30Z,4,17733.493464311246
GoodwinIsland,2024,9,24,9,0.41725,2024-09-24T09:22:30Z,4,24467.31883057882
GoodwinIsland,2024,9,24,10,0.5640000000000001,2024-09-24T10:22:30Z,4,74760.85985911073
GoodwinIsland,2024,9,24,11,0.736,2024-09-24T11:22:30Z,4,126792.88031025523
GoodwinIsland,2024,9,24,12,0.86675,2024-09-24T12:22:30Z,4,137146.78818467163
GoodwinIsland,2024,9,24,13,0.93525,2024-09-24T13:22:30Z,4,138236.93590114833
GoodwinIsland,2024,9,24,14,0.9137500000000001,2024-09-24T14:22:30Z,4,137894.7727492615
GoodwinIsland,2024,9,24,15,0.8425,2024-09-24T15:22:30Z,4,136760.8599784737
GoodwinIsland,2024,9,24,16,0.7262500000000001,2024-09-24T16:22:30Z,4,124510.96972931498
GoodwinIsland,2024,9,24,17,0.61725,2024-09-24T17:22:30Z,4,91020.18284531028
GoodwinIsland,2024,9,24,18,0.50475,2024-09-24T18:22:30Z,4,50157.48998353476
GoodwinIsland,2024,9,24,19,0.40825,2024-09-24T19:22:30Z,4,23160.299937706815
GoodwinIsland,2024,9,24,20,0.368,2024-09-24T20:22:30Z,4,19442.75131691935
GoodwinIsland,2024,9,24,21,0.37124999999999997,2024-09-24T21:22:30Z,4,19574.608356456167
