site_id,year,month,day,hour,wl,time_LST,n,area_m2
GoodwinIsland,2024,9,24,22,0.436,2024-09-24T22:22:30Z,4,26943.865327697007
GoodwinIsland,2024,9,24,23,0.54525,2024-09-24T23:22:30Z,4,68064.71246628641
GoodwinIsland,2024,9,25,0,0.683,2024-09-25T00:22:30Z,4,112762.43911475236
GoodwinIsland,2024,9,25,1,0.764,2024-09-25T01:22:30Z,4,129969.8537764087
GoodwinIsland,2024,9,25,2,0.76875,2024-09-25T02:22:30Z,4,130413.34643714958
GoodwinIsland,2024,9,25,3,0.7132499999999999,2024-09-25T03:22:30Z,4,121468.42228806125
GoodwinIsland,2024,9,25,4,0.62475,2024-09-25T04:22:30Z,4,93441.69958398618
GoodwinIsland,2024,9,25,5,0.529,2024-09-25T05:22:30Z,4,61392.21269056723
GoodwinIsland,2024,9,25,6,0.4155,2024-09-25T06:22:30Z,4,24252.694717506613
GoodwinIsland,2024,9,25,7,0.329,2024-09-25T07:22:30Z,4,17368.14590126653
GoodwinIsland,2024,9,25,8,0.29074999999999995,2024-09-25T08:22:30Z,4,15697.967616847915
GoodwinIsland,2024,9,25,9,0.31575,2024-09-25T09:22:30Z,4,16782.00916995061
GoodwinIsland,2024,9,25,10,0.40375,2024-09-25T10:22:30Z,4,22460.898098383565
GoodwinIsland,2024,9,25,11,0.521,2024-09-25T11:22:30Z,4,57626.339904945344
GoodwinIsland,2024,9,25,12,0.6695,2024-09-25T12:22:30Z,4,108139.2822304056
GoodwinIsland,2024,9,25,13,0.78825,2024-09-25T13:22:30Z,4,132234.0005180858
GoodwinIsland,2024,9,25,14,0.85275,2024-09-25T14:22:30Z,4,136923.98427181508
GoodwinIsland,2024,9,25,15,0.8434999999999999,2024-09-25T15:22:30Z,4,136776.77454367772
GoodwinIsland,2024,9,25,16,0.7825,2024-09-25T16:22:30Z,4,131697.14098139948
GoodwinIsland,2024,9,25,17,0.69475,2024-09-25T17:22:30Z,4,116786.29788446153
GoodwinIsland,2024,9,25,18,0.58175,2024-09-25T18:22:30Z,4,80156.05911722133
GoodwinIsland,2024,9,25,19,0.46325,2024-09-25T19:22:30Z,4,34662.130021814424
GoodwinIsland,2024,9,25,20,0.35250000000000004,2024-09-25T20:22:30Z,4,18615.319640155074
GoodwinIsland,2024,9,25,21,0.29925,2024-09-25T21:22:30Z,4,16052.103051708147
GoodwinIsland,2024,9,25,22,0.29574999999999996,2024-09-25T22:22:30Z,4,15897.274481171864
GoodwinIsland,2024,9,25,23,0.35025,2024-09-25T23:22:30Z,4,18493.22063119208
GoodwinIsland,2024,9,26,0,0.45825,2024-09-26T00:22:30Z,4,32232.766646356307
GoodwinIsland,2024,9,26,1,0.57025,2024-09-26T01:22:30Z,4,76660.57790774122
GoodwinIsland,2024,9,26,2,0.66025,2024-09-26T02:22:30Z,4,104971.56362446432
GoodwinIsland,2024,9,26,3,0.69,2024-09-26T03:22:30Z,4,115159.63157330248
GoodwinIsland,2024,9,26,4,0.66025,2024-09-26T04:22:30Z,4,104971.56362446432
GoodwinIsland,2024,9,26,5,0.588,2024-09-26T05:22:30Z,4,82055.77716585182
GoodwinIsland,2024,9,26,6,0.47775,2024-09-26T06:22:30Z,4,41348.17949875204
GoodwinIsland,2024,9,26,7,0.3605,2024-09-26T07:22:30Z,4,19049.44944980126
GoodwinIsland,2024,9,26,8,0.27275,2024-09-26T08:22:30Z,4,14989.213628429992
GoodwinIsland,2024,9,26,9,0.23525000000000001,2024-09-26T09:22:30Z,4,13011.468937842108
GoodwinIsland,2024,9,26,10,0.25125,2024-09-26T10:22:30Z,4,14142.64636448636
GoodwinIsland,2024,9,26,11,0.31,2024-09-26T11:22:30Z,4,16527.64794692672
GoodwinIsland,2024,9,26,12,0.424,2024-09-26T12:22:30Z,4,25295.15469528588
GoodwinIsland,2024,9,26,13,0.5755,2024-09-26T13:22:30Z,4,78256.34106859083
GoodwinIsland,2024,9,26,14,0.703,2024-09-26T14:22:30Z,4,119069.49065168815
GoodwinIsland,2024,9,26,15,0.76575,2024-09-26T15:22:30Z,4,130133.24580931323
GoodwinIsland,2024,9,26,16,0.761,2024-09-26T16:22:30Z,4,129689.75314857234
GoodwinIsland,2024,9,26,17,0.70575,2024-09-26T17:22:30Z,4,119713.10645656876
GoodwinIsland,2024,9,26,18,0.618,2024-09-26T18:22:30Z,4,91250.24745171145
GoodwinIsland,2024,9,26,19,0.4925,2024-09-26T19:22:30Z,4,46160.67318951296
GoodwinIsland,2024,9,26,20,0.36375,2024-09-26T20:22:30Z,4,19225.814684970028
GoodwinIsland,2024,9,26,21,0.25525,2024-09-26T21:22:30Z,4,14300.147250801454
GoodwinIsland,2024,9,26,22,0.2085,2024-09-26T22:22:30Z,4,10990.210545662712
GoodwinIsland,2024,9,26,23,0.22675,2024-09-26T23:22:30Z,4,12369.199916028094
GoodwinIsland,2024,9,27,0,0.29075,2024-09-27T00:22:30Z,4,15697.967616847916
GoodwinIsland,2024,9,27,1,0.398,2024-09-27T01:22:30Z,4,21567.217970359412
GoodwinIsland,2024,9,27,2,0.50925,2024-09-27T02:22:30Z,4,52095.2142510632
GoodwinIsland,2024,9,27,3,0.589,2024-09-27T03:22:30Z,4,82359.7320536327
GoodwinIsland,2024,9,27,4,0.63825,2024-09-27T04:22:30Z,4,97824.60384853563
GoodwinIsland,2024,9,27,5,0.62875,2024-09-27T05:22:30Z,4,94740.33788459343
GoodwinIsland,2024,9,27,6,0.56175,2024-09-27T06:22:30Z,4,74076.96136160372
GoodwinIsland,2024,9,27,7,0.44475,2024-09-27T07:22:30Z,4,28533.24297614643
GoodwinIsland,2024,9,27,8,0.324,2024-09-27T08:22:30Z,4,17146.962229071843
GoodwinIsland,2024,9,27,9,0.22975,2024-09-27T09:22:30Z,4,12595.883100197745
GoodwinIsland,2024,9,27,10,0.19925,2024-09-27T10:22:30Z,4,10291.270727806288
GoodwinIsland,2024,9,27,11,0.21975,2024-09-27T11:22:30Z,4,11840.272486298907
GoodwinIsland,2024,9,27,12,0.2815,2024-09-27T12:22:30Z,4,15333.74681724426
GoodwinIsland,2024,9,27,13,0.3955,2024-09-27T13:22:30Z,4,21178.661392957605
GoodwinIsland,2024,9,27,14,0.53975,2024-09-27T14:22:30Z,4,66056.55181918906
GoodwinIsland,2024,9,27,15,0.67325,2024-09-27T15:22:30Z,4,109423.49247605748
GoodwinIsland,2024,9,27,16,0.80525,2024-09-27T16:22:30Z,4,133821.23740915846
GoodwinIsland,2024,9,27,17,0.8765000000000001,2024-09-27T17:22:30Z,4,137301.95519541102
GoodwinIsland,2024,9,27,18,0.80925,2024-09-27T18:22:30Z,4,134194.70491294024
GoodwinIsland,2024,9,27,19,0.6765,2024-09-27T19:22:30Z,4,110536.47468895576
GoodwinIsland,2024,9,27,20,0.51225,2024-09-27T20:22:30Z,4,53507.4165456714
GoodwinIsland,2024,9,27,21,0.327,2024-09-27T21:22:30Z,4,17279.672432388656
GoodwinIsland,2024,9,27,22,0.21875,2024-09-27T22:22:30Z,4,11764.711424909023
GoodwinIsland,2024,9,27,23,0.154,2024-09-27T23:22:30Z,4,8281.83740628256
GoodwinIsland,2024,9,28,0,0.158,2024-09-28T00:00:00Z,1,8385.18151690474
GCREW,2024,7,14,4,0.22690000000000002,2024-07-14T04:27:00Z,10,27101.020907896316
GCREW,2024,7,14,5,0.209,2024-07-14T05:27:00Z,10,19219.292896301085
GCREW,2024,7,14,6,0.1633,2024-07-14T06:27:00Z,10,5516.326656169368
GCREW,2024,7,14,7,0.1143,2024-07-14T07:27:00Z,10,2100.9429877244997
GCREW,2024,7,14,8,0.06420000000000001,2024-07-14T08:27:00Z,10,737.7330582568434
GCREW,2024,7,14,9,0.019299999999999998,2024-07-14T09:27:00Z,10,511.2713196295857
GCREW,2024,7,14,10,-0.0017999999999999997,2024-07-14T10:27:00Z,10,404.8494335486251
GCREW,2024,7,14,11,0.0102,2024-07-14T11:27:00Z,10,465.37372895011936
GCREW,2024,7,14,12,0.0453,2024-07-14T12:27:00Z,10,642.40729299949
GCREW,2024,7,14,13,0.079,2024-07-14T13:27:00Z,10,812.3796892520196
GCREW,2024,7,14,14,0.1079,2024-07-14T14:27:00Z,10,1739.6201053869863
GCREW,2024,7,14,15,0.1214,2024-07-14T15:27:00Z,10,2501.7855603176786
GCREW,2024,7,14,16,0.1159,2024-07-14T16:27:00Z,10,2191.273708308878
GCREW,2024,7,14,17,0.0911,2024-07-14T17:27:00Z,10,873.4083537818597
GCREW,2024,7,14,18,0.0537,2024-07-14T18:27:00Z,10,684.7742997805359
GCREW,2024,7,14,19,-0.002700000000000001,2024-07-14T19:27:00Z,10,400.310111393513
GCREW,2024,7,14,20,-0.0338,2024-07-14T20:27:00Z,10,303.7033894937582
GCREW,2024,7,14,21,-0.0487,2024-07-14T21:27:00Z,10,296.3075552219484
GCREW,2024,7,14,22,-0.0189,2024-07-14T22:27:00Z,10,318.6023126014958
GCREW,2024,7,14,23,0.029,2024-07-14T23:27:00Z,10,560.1951250791269
GCREW,2024,7,15,0,0.1373,2024-07-15T00:27:00Z,10,3399.447096124939
GCREW,2024,7,15,1,0.2157,2024-07-15T01:27:00Z,10,22169.436900641198
GCREW,2024,7,15,2,0.3143,2024-07-15T02:27:00Z,10,79004.44942092209
GCREW,2024,7,15,3,0.38480000000000003,2024-07-15T03:27:00Z,10,84765.19643125964
GCREW,2024,7,15,4,0.43069999999999997,2024-07-15T04:27:00Z,10,86117.27870208926
GCREW,2024,7,15,5,0.4391,2024-07-15T05:27:00Z,10,86322.37449175684
GCREW,2024,7,15,6,0.421,2024-07-15T06:27:00Z,10,85880.44189735409
GCREW,2024,7,15,7,0.3897,2024-07-15T07:27:00Z,10,84931.05773604753
GCREW,2024,7,15,8,0.3397,2024-07-15T08:27:00Z,10,82472.76685581317
GCREW,2024,7,15,9,0.2921,2024-07-15T09:27:00Z,10,73298.25545889053
GCREW,2024,7,15,10,0.25630000000000003,2024-07-15T10:27:00Z,10,54171.495710868694
GCREW,2024,7,15,11,0.23809999999999998,2024-07-15T11:27:00Z,10,35124.357730517535
GCREW,2024,7,15,12,0.24159999999999998,2024-07-15T12:27:00Z,10,38787.26888058506
GCREW,2024,7,15,13,0.255,2024-07-15T13:27:00Z,10,52810.98585512931
GCREW,2024,7,15,14,0.26980000000000004,2024-07-15T14:27:00Z,10,65051.52687577503
GCREW,2024,7,15,15,0.2697,2024-07-15T15:27:00Z,10,65014.546030110825
GCREW,2024,7,15,16,0.25880000000000003,2024-07-15T16:27:00Z,10,56787.86081805978
GCREW,2024,7,15,17,0.2318,2024-07-15T17:27:00Z,10,29258.58891107042
GCREW,2024,7,15,18,0.1842,2024-07-15T18:27:00Z,10,11002.37068632956
GCREW,2024,7,15,19,0.121,2024-07-15T19:27:00Z,10,2479.202880171584
GCREW,2024,7,15,20,0.0643,2024-07-15T20:27:00Z,10,738.2374273851892
GCREW,2024,7,15,21,0.0146,2024-07-15T21:27:00Z,10,487.5659705973339
GCREW,2024,7,15,22,-0.017,2024-07-15T22:27:00Z,10,328.1853260400657
GCREW,2024,7,15,23,-0.020200000000000003,2024-07-15T23:27:00Z,10,312.04551393300056
GCREW,2024,7,16,0,0.0452,2024-07-16T00:27:00Z,10,641.9029238711441
GCREW,2024,7,16,1,0.1387,2024-07-16T01:27:00Z,10,3478.4864766362693
GCREW,2024,7,16,2,0.2251,2024-07-16T02:27:00Z,10,26308.444906730307
GCREW,2024,7,16,3,0.3063,2024-07-16T03:27:00Z,10,77355.02949349614
GCREW,2024,7,16,4,0.3744,2024-07-16T04:27:00Z,10,84413.1642741588
GCREW,2024,7,16,5,0.42519999999999997,2024-07-16T05:27:00Z,10,85982.98979218787
GCREW,2024,7,16,6,0.4319,2024-07-16T06:27:00Z,10,86146.5781006132
GCREW,2024,7,16,7,0.4073,2024-07-16T07:27:00Z,10,85477.42271195748
GCREW,2024,7,16,8,0.3693,2024-07-16T08:27:00Z,10,84240.53312019589
GCREW,2024,7,16,9,0.3206,2024-07-16T09:27:00Z,10,80303.36761377
GCREW,2024,7,16,10,0.2673,2024-07-16T10:27:00Z,10,64127.00573417013
GCREW,2024,7,16,11,0.2351,2024-07-16T11:27:00Z,10,31984.719601888257
GCREW,2024,7,16,12,0.2276,2024-07-16T12:27:00Z,10,27409.24490834975
GCREW,2024,7,16,13,0.243,2024-07-16T13:27:00Z,10,40252.43334061208
GCREW,2024,7,16,14,0.2584,2024-07-16T14:27:00Z,10,56369.2424009092
GCREW,2024,7,16,15,0.2731,2024-07-16T15:27:00Z,10,66271.89478269346
GCREW,2024,7,16,16,0.2818,2024-07-16T16:27:00Z,10,69489.22835547842
GCREW,2024,7,16,17,0.27690000000000003,2024-07-16T17:27:00Z,10,67677.16691793289
GCREW,2024,7,16,18,0.2449,2024-07-16T18:27:00Z,10,42240.87082207732
GCREW,2024,7,16,19,0.2002,2024-07-16T19:27:00Z,10,15344.476890600641
GCREW,2024,7,16,20,0.1522,2024-07-16T20:27:00Z,10,4240.651931566963
GCREW,2024,7,16,21,0.1058,2024-07-16T21:27:00Z,10,1621.06103461999
GCREW,2024,7,16,22,0.06,2024-07-16T22:27:00Z,10,716.5495548663205
GCREW,2024,7,16,23,0.0312,2024-07-16T23:27:00Z,10,571.2912459027343
GCREW,2024,7,17,0,0.0563,2024-07-17T00:27:00Z,10,697.8878971175263
GCREW,2024,7,17,1,0.12480000000000001,2024-07-17T01:27:00Z,10,2693.738341559483
GCREW,2024,7,17,2,0.2104,2024-07-17T02:27:00Z,10,19835.74089720798
GCREW,2024,7,17,3,0.3068,2024-07-17T03:27:00Z,10,77458.11823896026
GCREW,2024,7,17,4,0.3824,2024-07-17T04:27:00Z,10,84683.95824115945
GCREW,2024,7,17,5,0.43310000000000004,2024-07-17T05:27:00Z,10,86175.87749913715
GCREW,2024,7,17,6,0.4546,2024-07-17T06:27:00Z,10,86672.64951489799
GCREW,2024,7,17,7,0.4359,2024-07-17T07:27:00Z,10,86244.24276235966
GCREW,2024,7,17,8,0.3894,2024-07-17T08:27:00Z,10,84920.902962285
GCREW,2024,7,17,9,0.3304,2024-07-17T09:27:00Z,10,81517.1813809748
GCREW,2024,7,17,10,0.2612,2024-07-17T10:27:00Z,10,59299.57132096318
GCREW,2024,7,17,11,0.19619999999999999,2024-07-17T11:27:00Z,10,14152.252426134446
GCREW,2024,7,17,12,0.1459,2024-07-17T12:27:00Z,10,3884.9747192659725
GCREW,2024,7,17,13,0.1285,2024-07-17T13:27:00Z,10,2902.628132910858
GCREW,2024,7,17,14,0.1406,2024-07-17T14:27:00Z,10,3585.7542073302193
GCREW,2024,7,17,15,0.1686,2024-07-17T15:27:00Z,10,6907.524424583196
GCREW,2024,7,17,16,0.2038,2024-07-17T16:27:00Z,10,16929.628892932647
GCREW,2024,7,17,17,0.2204,2024-07-17T17:27:00Z,10,24238.940903685758
GCREW,2024,7,17,18,0.22240000000000001,2024-07-17T18:27:00Z,10,25119.580904981314
GCREW,2024,7,17,19,0.1975,2024-07-17T19:27:00Z,10,14493.489614613316
GCREW,2024,7,17,20,0.1602,2024-07-17T20:27:00Z,10,4702.607206719773
GCREW,2024,7,17,21,0.1019,2024-07-17T21:27:00Z,10,1400.8799031955677
GCREW,2024,7,17,22,0.0422,2024-07-17T22:27:00Z,10,626.7718500207707
GCREW,2024,7,17,23,-0.0172,2024-07-17T23:27:00Z,10,327.17658778337415
GCREW,2024,7,18,0,-0.0229,2024-07-18T00:27:00Z,10,309.11376490065254
GCREW,2024,7,18,1,-0.0159,2024-07-18T01:27:00Z,10,333.73338645186936
GCREW,2024,7,18,2,0.1092,2024-07-18T02:27:00Z,10,1813.0138158617942
GCREW,2024,7,18,3,0.1801,2024-07-18T03:27:00Z,10,9926.161091896221
GCREW,2024,7,18,4,0.2615,2024-07-18T04:27:00Z,10,59613.53513382614
GCREW,2024,7,18,5,0.3295,2024-07-18T05:27:00Z,10,81424.70536728077
GCREW,2024,7,18,6,0.3927,2024-07-18T06:27:00Z,10,85027.45522965219
GCREW,2024,7,18,7,0.4228,2024-07-18T07:27:00Z,10,85924.39099514
GCREW,2024,7,18,8,0.3919,2024-07-18T08:27:00Z,10,85002.7994771971
GCREW,2024,7,18,9,0.35559999999999997,2024-07-18T09:27:00Z,10,83533.51811009453
GCREW,2024,7,18,10,0.2992,2024-07-18T10:27:00Z,10,75891.16930790564
GCREW,2024,7,18,11,0.227,2024-07-18T11:27:00Z,10,27145.052907961086
GCREW,2024,7,18,12,0.1508,2024-07-18T12:27:00Z,10,4161.61255105563
GCREW,2024,7,18,13,0.0958,2024-07-18T13:27:00Z,10,1056.494030967625
GCREW,2024,7,18,14,0.0661,2024-07-18T14:27:00Z,10,747.3160716954133
GCREW,2024,7,18,15,0.0509,2024-07-18T15:27:00Z,10,670.651964186854
GCREW,2024,7,18,16,0.0497,2024-07-18T16:27:00Z,10,664.5995346467046
GCREW,2024,7,18,17,0.0672,2024-07-18T17:27:00Z,10,752.8641321072168
GCREW,2024,7,18,18,0.0786,2024-07-18T18:27:00Z,10,810.3622127386366
GCREW,2024,7,18,19,0.0707,2024-07-18T19:27:00Z,10,770.5170515993194
GCREW,2024,7,18,20,0.0273,2024-07-18T20:27:00Z,10,551.6208498972486
GCREW,2024,7,18,21,-0.0301,2024-07-18T21:27:00Z,10,305.5399389438049
GCREW,2024,7,18,22,-0.1004,2024-07-18T22:27:00Z,10,270.64549939291703
GCREW,2024,7,18,23,-0.1649,2024-07-18T23:27:00Z,10,238.62997519615655
GCREW,2024,7,19,0,-0.2108,2024-07-19T00:27:00Z,10,215.84683472125258
GCREW,2024,7,19,1,-0.226,2024-07-19T01:27:00Z,10,208.30209103457412
GCREW,2024,7,19,2,-0.1935,2024-07-19T02:27:00Z,10,224.4339443120116
GCREW,2024,7,19,3,-0.1167,2024-07-19T03:27:00Z,10,262.55475451838686
GCREW,2024,7,19,4,-0.0129,2024-07-19T04:27:00Z,10,348.86446030224295
GCREW,2024,7,19,5,0.0925,2024-07-19T05:27:00Z,10,880.4695215787007
GCREW,2024,7,19,6,0.1839,2024-07-19T06:27:00Z,10,10923.623642834438
GCREW,2024,7,19,7,0.2609,2024-07-19T07:27:00Z,10,58985.60750810029
GCREW,2024,7,19,8,0.311,2024-07-19T08:27:00Z,10,78324.06370085888
GCREW,2024,7,19,9,0.3202,2024-07-19T09:27:00Z,10,80220.8966173987
GCREW,2024,7,19,10,0.28759999999999997,2024-07-19T10:27:00Z,10,71634.11740400174
GCREW,2024,7,19,11,0.2228,2024-07-19T11:27:00Z,10,25295.70890524042
GCREW,2024,7,19,12,0.1396,2024-07-19T12:27:00Z,10,3529.2975069649824
GCREW,2024,7,19,13,0.0627,2024-07-19T13:27:00Z,10,730.1675213316566
GCREW,2024,7,19,14,0.0191,2024-07-19T14:27:00Z,10,510.26258137289426
GCREW,2024,7,19,15,0.0163,2024-07-19T15:27:00Z,10,496.14024577921225
GCREW,2024,7,19,16,0.0438,2024-07-19T16:27:00Z,10,634.8417560743032
GCREW,2024,7,19,17,0.094,2024-07-19T17:27:00Z,10,954.8719703101995
GCREW,2024,7,19,18,0.1457,2024-07-19T18:27:00Z,10,3873.683379192925
GCREW,2024,7,19,19,0.1888,2024-07-19T19:27:00Z,10,12209.825353254764
GCREW,2024,7,19,20,0.2051,2024-07-19T20:27:00Z,10,17502.044893774757
GCREW,2024,7,19,21,0.1889,2024-07-19T21:27:00Z,10,12236.074367753145
GCREW,2024,7,19,22,0.1479,2024-07-19T22:27:00Z,10,3997.8881199964453
GCREW,2024,7,19,23,0.0935,2024-07-19T23:27:00Z,10,926.6436201275811
GCREW,2024,7,20,0,0.0436,2024-07-20T00:27:00Z,10,633.8330178176116
GCREW,2024,7,20,1,0.0105,2024-07-20T01:27:00Z,10,466.88683633515666
GCREW,2024,7,20,2,0.0222,2024-07-20T02:27:00Z,10,525.8980243516136
GCREW,2024,7,20,3,0.08889999999999999,2024-07-20T03:27:00Z,10,862.3122329582524
GCREW,2024,7,20,4,0.125,2024-07-20T04:00:00Z,1,2705.02968163253
SweetHall,2024,8,18,0,0.469,2024-08-18T00:22:30Z,4,78416.07902424003
SweetHall,2024,8,18,1,0.34125,2024-08-18T01:22:30Z,4,9576.73497979085
SweetHall,2024,8,18,2,0.23725000000000002,2024-08-18T02:22:30Z,4,31.598967583204157
SweetHall,2024,8,18,3,0.12199999999999996,2024-08-18T03:22:30Z,4,23.84909678090157
SweetHall,2024,8,18,4,0.005499999999999926,2024-08-18T04:22:30Z,4,18.767024970972095
SweetHall,2024,8,18,5,-0.03900000000000015,2024-08-18T05:22:30Z,4,16.825804408381003
SweetHall,2024,8,18,6,0.03899999999999993,2024-08-18T06:22:30Z,4,20.228393259664262
SweetHall,2024,8,18,7,0.18175000000000002,2024-08-18T07:22:30Z,4,26.455567086852525
SweetHall,2024,8,18,8,0.31575,2024-08-18T08:22:30Z,4,491.4969417745239
SweetHall,2024,8,18,9,0.43425,2024-08-18T09:22:30Z,4,67630.67796752758
