site_id,p,value
Barataria,0,0.09
Barataria,0.05,0.214
Barataria,0.1,0.33799999999999997
Barataria,0.15000000000000002,0.46199999999999997
Barataria,0.2,0.586
Barataria,0.25,0.71
Barataria,0.30000000000000004,0.8340000000000001
Barataria,0.35000000000000003,0.9580000000000001
Barataria,0.4,1.082
Barataria,0.45,1.2060000000000002
Barataria,0.5,1.33
Barataria,0.55,1.4540000000000002
Barataria,0.6000000000000001,1.5780000000000003
Barataria,0.65,1.7020000000000004
Barataria,0.7000000000000001,1.8260000000000003
Barataria,0.75,1.9500000000000002
Barataria,0.8,2.074
Barataria,0.8500000000000001,2.198
Barataria,0.9,2.322
Barataria,0.9500000000000001,2.4459999999999997
Barataria,1,2.57
EdenLanding,0,0.09
EdenLanding,0.05,0.214
EdenLanding,0.1,0.33799999999999997
EdenLanding,0.15000000000000002,0.46199999999999997
EdenLanding,0.2,0.586
EdenLanding,0.25,0.71
EdenLanding,0.30000000000000004,0.8340000000000001
EdenLanding,0.35000000000000003,0.9580000000000001
EdenLanding,0.4,1.082
EdenLanding,0.45,1.2060000000000002
EdenLanding,0.5,1.33
EdenLanding,0.55,1.4540000000000002
EdenLanding,0.6000000000000001,1.5780000000000003
EdenLanding,0.65,1.7020000000000004
EdenLanding,0.7000000000000001,1.8260000000000003
EdenLanding,0.75,1.9500000000000002
EdenLanding,0.8,2.074
EdenLanding,0.8500000000000001,2.198
EdenLanding,0.9,2.322
EdenLanding,0.9500000000000001,2.4459999999999997
EdenLanding,1,2.57
GCREW,0,0.09
GCREW,0.05,0.214
GCREW,0.1,0.33799999999999997
GCREW,0.15000000000000002,0.46199999999999997
GCREW,0.2,0.586
GCREW,0.25,0.71
GCREW,0.30000000000000004,0.8340000000000001
GCREW,0.35000000000000003,0.9580000000000001
GCREW,0.4,1.082
GCREW,0.45,1.2060000000000002
GCREW,0.5,1.33
GCREW,0.55,1.4540000000000002
GCREW,0.6000000000000001,1.5780000000000003
GCREW,0.65,1.7020000000000004
GCREW,0.7000000000000001,1.8260000000000003
GCREW,0.75,1.9500000000000002
GCREW,0.8,2.074
GCREW,0.8500000000000001,2.198
GCREW,0.9,2.322
GCREW,0.9500000000000001,2.4459999999999997
GCREW,1,2.57
GoodwinIsland,0,0.09
GoodwinIsland,0.05,0.214
GoodwinIsland,0.1,0.33799999999999997
GoodwinIsland,0.15000000000000002,0.46199999999999997
GoodwinIsland,0.2,0.586
GoodwinIsland,0.25,0.71
GoodwinIsland,0.30000000000000004,0.8340000000000001
GoodwinIsland,0.35000000000000003,0.9580000000000001
GoodwinIsland,0.4,1.082
GoodwinIsland,0.45,1.2060000000000002
GoodwinIsland,0.5,1.33
GoodwinIsland,0.55,1.4540000000000002
GoodwinIsland,0.6000000000000001,1.5780000000000003
GoodwinIsland,0.65,1.7020000000000004
GoodwinIsland,0.7000000000000001,1.8260000000000003
GoodwinIsland,0.75,1.9500000000000002
GoodwinIsland,0.8,2.074
GoodwinIsland,0.8500000000000001,2.198
GoodwinIsland,0.9,2.322
GoodwinIsland,0.9500000000000001,2.4459999999999997
GoodwinIsland,1,2.57
RushRanch,0,0.09
RushRanch,0.05,0.214
RushRanch,0.1,0.33799999999999997
RushRanch,0.15000000000000002,0.46199999999999997
RushRanch,0.2,0.586
RushRanch,0.25,0.71
RushRanch,0.30000000000000004,0.8340000000000001
RushRanch,0.35000000000000003,0.9580000000000001
RushRanch,0.4,1.082
RushRanch,0.45,1.2060000000000002
RushRanch,0.5,1.33
RushRanch,0.55,1.4540000000000002
RushRanch,0.6000000000000001,1.5780000000000003
RushRanch,0.65,1.7020000000000004
RushRanch,0.7000000000000001,1.8260000000000003
RushRanch,0.75,1.9500000000000002
RushRanch,0.8,2.074
RushRanch,0.8500000000000001,2.198
RushRanch,0.9,2.322
RushRanch,0.9500000000000001,2.4459999999999997
RushRanch,1,2.57
SageLotPond,0,0.09
SageLotPond,0.05,0.214
SageLotPond,0.1,0.33799999999999997
SageLotPond,0.15000000000000002,0.46199999999999997
SageLotPond,0.2,0.586
SageLotPond,0.25,0.71
SageLotPond,0.30000000000000004,0.8340000000000001
SageLotPond,0.35000000000000003,0.9580000000000001
SageLotPond,0.4,1.082
SageLotPond,0.45,1.2060000000000002
SageLotPond,0.5,1.33
SageLotPond,0.55,1.4540000000000002
SageLotPond,0.6000000000000001,1.5780000000000003
SageLotPond,0.65,1.7020000000000004
SageLotPond,0.7000000000000001,1.8260000000000003
SageLotPond,0.75,1.9500000000000002
SageLotPond,0.8,2.074
SageLotPond,0.8500000000000001,2.198
SageLotPond,0.9,2.322
SageLotPond,0.9500000000000001,2.4459999999999997
SageLotPond,1,2.57
SweetHall,0,0.09
SweetHall,0.05,0.214
SweetHall,0.1,0.33799999999999997
SweetHall,0.15000000000000002,0.46199999999999997
SweetHall,0.2,0.586
SweetHall,0.25,0.71
SweetHall,0.30000000000000004,0.8340000000000001
SweetHall,0.35000000000000003,0.9580000000000001
SweetHall,0.4,1.082
SweetHall,0.45,1.2060000000000002
SweetHall,0.5,1.33
SweetHall,0.55,1.4540000000000002
SweetHall,0.6000000000000001,1.5780000000000003
SweetHall,0.65,1.7020000000000004
SweetHall,0.7000000000000001,1.8260000000000003
SweetHall,0.75,1.9500000000000002
SweetHall,0.8,2.074
SweetHall,0.8500000000000001,2.198
SweetHall,0.9,2.322
SweetHall,0.9500000000000001,2.4459999999999997
SweetHall,1,2.57
