ID,Site,Date,Lat,Long,Elevation
116,Ogburn,2018,30.39758841,-87.82168804,0.370082
117,Ogburn,2018,30.39768355,-87.82168921,0.374425
118,Ogburn,2018,30.39777609,-87.82169244,0.392153
119,Ogburn,2018,30.39786506,-87.82169066,0.407272
120,Ogburn,2018,30.39794838,-87.82169631,0.451592
121,Ogburn,2018,30.39787759,-87.82160256,0.460932
122,Ogburn,2018,30.39779485,-87.82157576,0.387879
123,Ogburn,2018,30.39779627,-87.82150527,0.481838
124,Ogburn,2018,30.39768793,-87.82156109,0.385537
125,Ogburn,2018,30.39770398,-87.82149391,0.414109
126,Ogburn,2018,30.39761286,-87.82154752,0.375705
127,Ogburn,2018,30.39751424,-87.8215363,0.35262
128,Ogburn,2018,30.39741845,-87.82154582,0.321103
129,Ogburn,2018,30.3973357,-87.82154177,0.273699
130,Ogburn,2018,30.39732314,-87.82148105,0.309476
131,Ogburn,2018,30.39740776,-87.82148047,0.317657
132,Ogburn,2018,30.3974987,-87.82148137,0.341157
133,Ogburn,2018,30.39759619,-87.82147791,0.381761
134,Ogburn,2018,30.39759641,-87.82137722,0.450588
135,Ogburn,2018,30.39750086,-87.82137845,0.357991
136,Ogburn,2018,30.39741018,-87.82137901,0.298526
137,Ogburn,2018,30.3973222,-87.82137438,0.315053
138,Ogburn,2018,30.39732467,-87.82127455,0.337764
139,Ogburn,2018,30.39742682,-87.8212765,0.391516
140,Ogburn,2018,30.3975031,-87.82128129,0.523115
141,Ogburn,2018,30.39741694,-87.82118706,0.591628
142,Ogburn,2018,30.39733925,-87.82116201,0.599055
143,Ogburn,2018,30.39725008,-87.82115164,0.35768
144,Ogburn,2018,30.39724997,-87.82106768,0.398223
145,Ogburn,2018,30.39724839,-87.82097158,0.599986
146,Ogburn,2018,30.39804175,-87.82232083,-0.507
147,Ogburn,2018,30.39803828,-87.82242461,-0.646
148,Ogburn,2018,30.39813309,-87.82232063,-0.603
149,Ogburn,2018,30.39822031,-87.82221689,-0.533
150,Ogburn,2018,30.39830964,-87.82221876,-0.654
151,Ogburn,2018,30.39840196,-87.82211406,-0.568
152,Ogburn,2018,30.39840234,-87.82200897,0.017
153,Ogburn,2018,30.39831092,-87.82211206,-0.314
154,Ogburn,2018,30.3982217,-87.82211027,-0.014
155,Ogburn,2018,30.39812905,-87.82221388,-0.369
156,Ogburn,2018,30.39794881,-87.82231786,-0.372
157,Ogburn,2018,30.39786038,-87.82231749,0.08
158,Ogburn,2018,30.39777102,-87.82231738,0.424
159,Ogburn,2018,30.39767612,-87.82231424,0.412
160,Ogburn,2018,30.39758789,-87.82231686,0.36
161,Ogburn,2018,30.39749719,-87.82230777,0.518
162,Ogburn,2018,30.39740956,-87.8223144,0.486
163,Ogburn,2018,30.39732061,-87.82231349,0.17
164,Ogburn,2018,30.39722859,-87.82231077,-0.122
165,Ogburn,2018,30.3971377,-87.82230849,-0.391
166,Ogburn,2018,30.39713746,-87.82230914,-0.378
167,Ogburn,2018,30.39705042,-87.82230998,-0.495
168,Ogburn,2018,30.39695544,-87.82231017,-0.475
169,Ogburn,2018,30.39704725,-87.82241527,-0.615
170,Ogburn,2018,30.39713419,-87.82241746,-0.591
171,Ogburn,2018,30.39722742,-87.82241607,-0.586
172,Ogburn,2018,30.3973177,-87.82241808,-0.514
173,Ogburn,2018,30.39740714,-87.82241913,-0.456
174,Ogburn,2018,30.39749484,-87.82241829,-0.35
175,Ogburn,2018,30.39758493,-87.82241978,-0.378
176,Ogburn,2018,30.39767643,-87.82241929,-0.415
177,Ogburn,2018,30.39776651,-87.8224214,-0.513
178,Ogburn,2018,30.39785864,-87.82242309,-0.442
179,Ogburn,2018,30.39794579,-87.82242275,-0.577
180,Ogburn,2018,30.39785629,-87.82252586,-0.642
181,Ogburn,2018,30.39776505,-87.82252506,-0.627
182,Ogburn,2018,30.39767584,-87.82252447,-0.605
183,Ogburn,2018,30.39758714,-87.82252273,-0.585
184,Ogburn,2018,30.39749762,-87.8225205,-0.593
185,Ogburn,2018,30.39741144,-87.82252808,-0.598
186,Ogburn,2018,30.39731544,-87.82252137,-0.614
187,Ogburn,2018,30.39722746,-87.82252215,-0.631
188,Ogburn,2018,30.39713455,-87.8225212,-0.675
189,Ogburn,2018,30.396866,-87.82220394,-0.441
190,Ogburn,2018,30.39686702,-87.82210161,-0.58
191,Ogburn,2018,30.39695694,-87.82220479,0.289
192,Ogburn,2018,30.39704842,-87.82220511,0.314
193,Ogburn,2018,30.39696362,-87.82210103,0.39
194,Ogburn,2018,30.39704961,-87.82210195,0.598
195,Ogburn,2018,30.39705303,-87.82199831,0.213
196,Ogburn,2018,30.39696044,-87.82199851,-0.461
197,Ogburn,2018,30.39705047,-87.82189539,-0.44
198,Ogburn,2018,30.39705103,-87.82178953,-0.698
199,Ogburn,2018,30.39713682,-87.82158272,-0.634
200,Ogburn,2018,30.39714445,-87.82179071,-0.304
201,Ogburn,2018,30.39723164,-87.82158367,-0.383
202,Ogburn,2018,30.39723311,-87.82148049,-0.354
203,Ogburn,2018,30.3972319,-87.82137813,-0.137
204,Ogburn,2018,30.39722991,-87.82127226,0.226
205,Ogburn,2018,30.3972383,-87.82116467,0.518
206,Weeks Bay,2016,30.41649701,-87.82535052,0.77999
207,Weeks Bay,2016,30.41680359,-87.82544126,0.64412
208,Weeks Bay,2016,30.41680359,-87.82544133,0.63344
209,Weeks Bay,2016,30.41665529,-87.82524764,0.757
210,Weeks Bay,2016,30.41648905,-87.82546734,1.02858
211,Weeks Bay,2016,30.41630857,-87.82565574,0.91979
212,Weeks Bay,2016,30.41629153,-87.82587018,0.76651
213,Weeks Bay,2016,30.41611615,-87.82587585,0.89045
214,Weeks Bay,2016,30.41593374,-87.82587137,0.69014
215,Weeks Bay,2016,30.41575955,-87.82587139,0.84415
216,Weeks Bay,2016,30.41557899,-87.82587593,0.9497
217,Weeks Bay,2016,30.41539416,-87.82587135,1.11578
218,Weeks Bay,2016,30.41538334,-87.82601394,1.2233
219,Weeks Bay,2016,30.41539905,-87.82608579,0.90687
220,Weeks Bay,2016,30.41539485,-87.82629081,0.79375
221,Weeks Bay,2016,30.41558153,-87.82628766,1.01632
222,Weeks Bay,2016,30.4157601,-87.82608132,0.97034
223,Weeks Bay,2016,30.41594418,-87.82608066,0.67703
224,Weeks Bay,2016,30.4161219,-87.82608452,0.62563
225,Weeks Bay,2016,30.41630359,-87.82608311,0.35311
226,Weeks Bay,2016,30.41648485,-87.82608537,1.05157
227,Weeks Bay,2016,30.41680361,-87.82544122,0.63186
228,Weeks Bay,2016,30.41054667,-87.82960655,0.12572
229,Weeks Bay,2016,30.41069892,-87.82960045,0.19987
230,Weeks Bay,2016,30.41087727,-87.82960223,0.22442
231,Weeks Bay,2016,30.41106145,-87.82960373,0.19106
232,Weeks Bay,2016,30.41123332,-87.82960939,0.27853
233,Weeks Bay,2016,30.41142237,-87.82959936,0.23111
234,Weeks Bay,2016,30.41160286,-87.82960529,0.33924
235,Weeks Bay,2016,30.411777,-87.82961104,0.35711
236,Weeks Bay,2016,30.41195446,-87.82959652,0.32645
237,Weeks Bay,2016,30.4121495,-87.8295934,0.42165
238,Weeks Bay,2016,30.41234921,-87.82954318,0.25289
239,Weeks Bay,2016,30.41251306,-87.82952922,0.06929
240,Weeks Bay,2016,30.41268144,-87.82947854,0.13333
241,Weeks Bay,2016,30.41267418,-87.8291948,0.37885
242,Weeks Bay,2016,30.41286331,-87.82919936,0.26133
243,Weeks Bay,2016,30.41304058,-87.82919379,0.2824
244,Weeks Bay,2016,30.41321529,-87.82919692,0.41356
245,Weeks Bay,2016,30.41340663,-87.82918516,0.43476
246,Weeks Bay,2016,30.41359146,-87.82918862,0.42093
247,Weeks Bay,2016,30.41376325,-87.82919275,0.44491
248,Weeks Bay,2016,30.41376358,-87.82898404,0.34174
249,Weeks Bay,2016,30.41358032,-87.82898958,0.38221
250,Weeks Bay,2016,30.41341028,-87.82898612,0.48524
251,Weeks Bay,2016,30.41322944,-87.82898493,0.41473
252,Weeks Bay,2016,30.41304888,-87.82897017,0.39151
253,Weeks Bay,2016,30.4128689,-87.82898992,0.45081
254,Weeks Bay,2016,30.4126878,-87.82899203,0.42795
255,Weeks Bay,2016,30.4125004,-87.82899454,0.45166
256,Weeks Bay,2016,30.41233012,-87.82899198,0.43705
257,Weeks Bay,2016,30.41214093,-87.8289749,0.43863
258,Weeks Bay,2016,30.41195548,-87.82898031,0.43962
259,Weeks Bay,2016,30.41178017,-87.82898432,0.46014
260,Weeks Bay,2016,30.41159698,-87.82900653,0.38022
261,Weeks Bay,2016,30.41140579,-87.82907313,0.3996
262,Weeks Bay,2016,30.41143034,-87.82919271,0.41249
263,Weeks Bay,2016,30.41124576,-87.82920549,0.60346
264,Weeks Bay,2016,30.41106031,-87.82920999,0.39219
265,Weeks Bay,2016,30.41087434,-87.82925784,0.52303
266,Weeks Bay,2016,30.41069038,-87.82925048,0.34696
267,Weeks Bay,2016,30.41376549,-87.82877682,0.389
268,Weeks Bay,2016,30.41503825,-87.82879782,0.422
269,Weeks Bay,2016,30.41520435,-87.82879961,0.42163
270,Weeks Bay,2016,30.4153023,-87.828838,0.12052
271,Weeks Bay,2016,30.41503622,-87.82899038,0.47728
272,Weeks Bay,2016,30.41497632,-87.82917013,0.51054
273,Weeks Bay,2016,30.41519823,-87.82926776,0.33382
274,Weeks Bay,2016,30.4152162,-87.82898919,0.53427
275,Weeks Bay,2016,30.41504333,-87.82858931,0.403
276,Weeks Bay,2016,30.41486042,-87.82857051,0.41129
277,Weeks Bay,2016,30.41467044,-87.82857218,0.39385
278,Weeks Bay,2016,30.414494,-87.82857513,0.31888
279,Weeks Bay,2016,30.41431668,-87.82856912,0.33737
280,Weeks Bay,2016,30.41413233,-87.82857297,0.36681
281,Weeks Bay,2016,30.41395482,-87.8285617,0.30743
282,Weeks Bay,2016,30.41376956,-87.82855548,0.27829
283,Weeks Bay,2016,30.41359354,-87.82855511,0.43274
284,Weeks Bay,2016,30.41448497,-87.8296075,0.45013
285,Weeks Bay,2016,30.41451197,-87.82942857,0.49393
286,Weeks Bay,2016,30.41466532,-87.82960453,0.17135
287,Weeks Bay,2016,30.41529904,-87.82946812,0.62277
288,Weeks Bay,2016,30.41538859,-87.82919364,0.38415
289,Weeks Bay,2016,30.41538235,-87.8294165,0.47867
290,Weeks Bay,2016,30.4153942,-87.82962335,0.34585
291,Weeks Bay,2016,30.41538642,-87.82982231,0.40241
292,Weeks Bay,2016,30.41539819,-87.83005084,0.45248
293,Weeks Bay,2016,30.41538534,-87.83024551,0.47546
294,Weeks Bay,2016,30.41538423,-87.83046142,0.59186
295,Weeks Bay,2016,30.41538997,-87.83066235,0.64435
296,Weeks Bay,2016,30.41539523,-87.83086732,0.32872
297,Weeks Bay,2016,30.41538748,-87.83108648,0.48135
298,Weeks Bay,2016,30.41539046,-87.83128803,0.51807
299,Weeks Bay,2016,30.41538973,-87.83148484,0.4881
300,Weeks Bay,2016,30.41538836,-87.83170621,0.52238
301,Weeks Bay,2016,30.41555743,-87.83148081,0.52122
302,Weeks Bay,2016,30.4155714,-87.83128697,0.84978
303,Weeks Bay,2016,30.41557018,-87.83107177,0.49445
304,Weeks Bay,2016,30.41556388,-87.83087527,0.5068
305,Weeks Bay,2016,30.41556095,-87.83065685,0.59351
306,Weeks Bay,2016,30.41556311,-87.83044704,0.54553
307,Weeks Bay,2016,30.41556765,-87.83025024,0.7704
308,Weeks Bay,2016,30.41557247,-87.83005027,0.72377
309,Weeks Bay,2016,30.41556412,-87.82983378,0.34863
310,Weeks Bay,2016,30.41556199,-87.82961196,0.45365
311,Weeks Bay,2016,30.41557014,-87.82940706,0.58904
312,Weeks Bay,2016,30.41556531,-87.82920486,0.41896
313,Weeks Bay,2016,30.41556638,-87.82899614,0.36882
314,Weeks Bay,2016,30.41556789,-87.82877402,0.34592
315,Weeks Bay,2016,30.41557628,-87.82857196,0.3654
316,Weeks Bay,2016,30.41557118,-87.82835919,0.45122
317,Weeks Bay,2016,30.41576141,-87.82796163,0.07582
318,Weeks Bay,2016,30.41592975,-87.82796133,0.23442
319,Weeks Bay,2016,30.41608102,-87.82795805,-0.03786
320,Weeks Bay,2016,30.41612964,-87.82818168,0.06884
321,Weeks Bay,2016,30.41593286,-87.82817326,0.07492
322,Weeks Bay,2016,30.41575085,-87.82816106,0.2386
323,Weeks Bay,2016,30.4157034,-87.82819261,0.15176
324,Weeks Bay,2016,30.4157557,-87.82837473,0.23327
325,Weeks Bay,2016,30.41593994,-87.82837722,0.19484
326,Weeks Bay,2016,30.41612124,-87.82837826,0.24832
327,Weeks Bay,2016,30.41621271,-87.82838513,0.08841
328,Weeks Bay,2016,30.41611436,-87.82858204,0.13234
329,Weeks Bay,2016,30.4163002,-87.8285902,0.30347
330,Weeks Bay,2016,30.41648085,-87.82857974,0.29172
331,Weeks Bay,2016,30.41666016,-87.8285777,0.19361
332,Weeks Bay,2016,30.41665326,-87.82879109,0.28944
333,Weeks Bay,2016,30.41645359,-87.82880142,0.17957
334,Weeks Bay,2016,30.41629308,-87.82880298,0.33222
335,Weeks Bay,2016,30.41611539,-87.82880443,0.43001
336,Weeks Bay,2016,30.41592207,-87.82880371,0.47958
337,Weeks Bay,2016,30.41575824,-87.82877832,0.55247
338,Weeks Bay,2016,30.41575061,-87.8285709,0.33985
339,Weeks Bay,2016,30.4159365,-87.8285806,0.28873
340,Weeks Bay,2016,30.41608122,-87.83027675,0.52487
341,Weeks Bay,2016,30.41678965,-87.8287726,0.53663
342,Weeks Bay,2016,30.41712358,-87.82821934,0.57323
343,Weeks Bay,2016,30.41683533,-87.82878914,0.47979
344,Weeks Bay,2016,30.41701018,-87.82858496,0.49132
345,Weeks Bay,2016,30.41720066,-87.82859342,0.56781
346,Weeks Bay,2016,30.4173724,-87.82836664,0.7014
347,Weeks Bay,2016,30.4173835,-87.82816462,0.5526
348,Weeks Bay,2016,30.41738184,-87.82796046,0.75431
349,Weeks Bay,2016,30.41737898,-87.8277395,0.59202
350,Weeks Bay,2016,30.41737626,-87.82752622,0.57325
351,Weeks Bay,2016,30.41729768,-87.8273391,0.66757
352,Weeks Bay,2016,30.41719262,-87.82732255,0.46597
353,Weeks Bay,2016,30.41720294,-87.82754251,0.5404
354,Weeks Bay,2016,30.41719241,-87.82775473,0.49999
355,Weeks Bay,2016,30.41719746,-87.82795946,0.53551
356,Weeks Bay,2016,30.41719331,-87.82816983,0.81275
357,Weeks Bay,2016,30.41701905,-87.82816031,0.73652
358,Weeks Bay,2016,30.41701103,-87.82795647,0.69851
359,Weeks Bay,2016,30.41701402,-87.82775466,0.61016
360,Weeks Bay,2016,30.41700696,-87.82753922,0.53566
361,Weeks Bay,2016,30.41684142,-87.82692589,0.5476
362,Weeks Bay,2016,30.41684957,-87.82668914,0.51367
363,Weeks Bay,2016,30.41665219,-87.82649151,0.4861
364,Weeks Bay,2016,30.4166562,-87.82671473,0.57735
365,Weeks Bay,2016,30.41666702,-87.82692196,0.51641
366,Weeks Bay,2016,30.41665396,-87.82713399,0.6441
367,Weeks Bay,2016,30.41665598,-87.82733331,0.58679
368,Weeks Bay,2016,30.41647104,-87.82794816,0.44569
369,Weeks Bay,2016,30.41647516,-87.82775388,0.38367
370,Weeks Bay,2016,30.41647888,-87.82754285,0.25608
371,Weeks Bay,2016,30.41664044,-87.82800542,0.45959
372,Weeks Bay,2016,30.41684851,-87.82798361,0.53756
373,Weeks Bay,2016,30.41684163,-87.82817542,0.48269
374,Weeks Bay,2016,30.41683051,-87.8283787,0.68524
375,Weeks Bay,2016,30.41683612,-87.82858138,0.7307
376,Weeks Bay,2016,30.41666579,-87.82838637,0.53442
377,Weeks Bay,2016,30.41647212,-87.82838133,0.44068
378,Weeks Bay,2016,30.4160891,-87.83024137,0.45483
379,Weeks Bay,2016,30.41593538,-87.83023981,0.44299
380,Weeks Bay,2016,30.41592661,-87.8304572,0.43767
381,Weeks Bay,2016,30.41592281,-87.8306581,0.49134
382,Weeks Bay,2016,30.41591992,-87.83077796,0.45983
383,Weeks Bay,2016,30.41575614,-87.83087431,0.48939
384,Weeks Bay,2016,30.41574401,-87.83107863,0.45201
385,Weeks Bay,2016,30.41574625,-87.83066522,0.49678
386,Weeks Bay,2016,30.41574544,-87.83045643,0.54904
387,Weeks Bay,2016,30.41574144,-87.8302483,0.59356
388,Weeks Bay,2016,30.41573775,-87.83004179,0.54044
389,Weeks Bay,2016,30.41574733,-87.82982413,0.46916
390,Weeks Bay,2016,30.41574419,-87.82962407,0.57854
391,Weeks Bay,2016,30.41574765,-87.82940814,0.46356
392,Weeks Bay,2016,30.41574769,-87.82919639,0.39068
393,Weeks Bay,2016,30.41574435,-87.82899045,0.43207
394,Weeks Bay,2016,30.41594362,-87.82900639,0.40195
395,Weeks Bay,2016,30.41593496,-87.82921912,0.47537
396,Weeks Bay,2016,30.41592897,-87.82942658,0.52096
397,Weeks Bay,2016,30.4159302,-87.82962798,0.53739
398,Weeks Bay,2016,30.4159306,-87.82981772,0.3995
399,Weeks Bay,2016,30.41593079,-87.83003196,0.47426
400,Weeks Bay,2016,30.41608442,-87.83008472,0.47425
401,Weeks Bay,2016,30.41611355,-87.82985571,0.53803
402,Weeks Bay,2016,30.41610661,-87.82963098,0.53607
403,Weeks Bay,2016,30.41610285,-87.82941197,0.54392
404,Weeks Bay,2016,30.41610697,-87.8292648,0.49079
405,Weeks Bay,2016,30.41627346,-87.8290078,0.44983
406,Weeks Bay,2016,30.41625621,-87.82921832,0.44229
407,Weeks Bay,2016,30.41648903,-87.82901672,0.4184
408,Weeks Bay,2016,30.41680364,-87.82544095,0.69384
409,Weeks Bay,2016,30.41377945,-87.82734199,0.30543
410,Weeks Bay,2016,30.41376709,-87.82753724,0.42384
411,Weeks Bay,2016,30.4137739,-87.82771128,0.19973
412,Weeks Bay,2016,30.4139416,-87.82771187,0.20853
413,Weeks Bay,2016,30.41393711,-87.82752651,0.42956
414,Weeks Bay,2016,30.41414599,-87.82756454,0.39822
415,Weeks Bay,2016,30.41432561,-87.82752561,0.36035
416,Weeks Bay,2016,30.41449155,-87.82752843,0.31922
417,Weeks Bay,2016,30.41467234,-87.82753399,0.39294
418,Weeks Bay,2016,30.41485275,-87.82753824,0.35157
419,Weeks Bay,2016,30.41503913,-87.82753897,0.31792
420,Weeks Bay,2016,30.41521991,-87.82754342,0.27777
421,Weeks Bay,2016,30.41539185,-87.82753849,0.34727
422,Weeks Bay,2016,30.41557686,-87.82754502,0.37265
423,Weeks Bay,2016,30.41575491,-87.82754487,0.41477
424,Weeks Bay,2016,30.41575745,-87.82733065,0.40975
425,Weeks Bay,2016,30.41592926,-87.82732828,0.42994
426,Weeks Bay,2016,30.4155689,-87.82733447,0.39744
427,Weeks Bay,2016,30.41539765,-87.82733173,0.37175
428,Weeks Bay,2016,30.41521911,-87.82733903,0.33557
429,Weeks Bay,2016,30.41503299,-87.82732368,0.36776
430,Weeks Bay,2016,30.41485554,-87.82733017,0.38674
431,Weeks Bay,2016,30.41485703,-87.82711936,0.47452
432,Weeks Bay,2016,30.41503776,-87.82712415,0.43985
433,Weeks Bay,2016,30.41521932,-87.827123,0.47081
434,Weeks Bay,2016,30.41539763,-87.82713053,0.43821
435,Weeks Bay,2016,30.41557533,-87.82712343,0.43907
436,Weeks Bay,2016,30.41575852,-87.82713081,0.47376
437,Weeks Bay,2016,30.41594023,-87.82712108,0.44808
438,Weeks Bay,2016,30.41611098,-87.82712663,0.45839
439,Weeks Bay,2016,30.41629181,-87.82712132,0.36051
440,Weeks Bay,2016,30.41647359,-87.82713288,0.34848
441,Weeks Bay,2016,30.41647,-87.8269181,0.37466
442,Weeks Bay,2016,30.41630129,-87.82692336,0.44581
443,Weeks Bay,2016,30.41611791,-87.82691786,0.50674
444,Weeks Bay,2016,30.41592121,-87.82693439,0.51509
445,Weeks Bay,2016,30.41575552,-87.82691505,0.47684
446,Weeks Bay,2016,30.41557444,-87.82691626,0.50194
447,Weeks Bay,2016,30.4154056,-87.8269171,0.44564
448,Weeks Bay,2016,30.41521906,-87.82690196,0.47225
449,Weeks Bay,2016,30.41499189,-87.82695037,0.57067
450,Weeks Bay,2016,30.41485002,-87.82691347,0.48329
451,Weeks Bay,2016,30.41467966,-87.82691502,0.51808
452,Weeks Bay,2016,30.41467473,-87.82670723,0.49895
453,Weeks Bay,2016,30.4148561,-87.82670619,0.57866
454,Weeks Bay,2016,30.41496812,-87.82669448,0.4243
455,Weeks Bay,2016,30.41488321,-87.82652015,0.48209
456,Weeks Bay,2016,30.41486759,-87.83133323,0.09318
457,Weeks Bay,2016,30.41503533,-87.83129249,0.51624
458,Weeks Bay,2016,30.41504729,-87.83108434,0.53654
459,Weeks Bay,2016,30.4151997,-87.83108174,0.60198
460,Weeks Bay,2016,30.41520181,-87.83088337,0.56981
461,Weeks Bay,2016,30.41522656,-87.83068986,0.52561
462,Weeks Bay,2016,30.41519913,-87.83128592,0.56721
463,Weeks Bay,2016,30.41520456,-87.8314975,0.54177
464,Weeks Bay,2016,30.41519956,-87.83170568,0.56863
