plot_id,bb_cover,cover_type,height_min,height_max,cover_notes
459,1,SCAM,50,130,pond
460,1,BareOrWater,NA,NA,NA
460,1,C4,30,50,NA
460,3,Dead,30,NA,NA
460,3,IVFR,125,170,NA
460,1,SCAM,50,120,NA
461,3,BareOrWater,NA,NA,NA
461,1,C4,40,70,NA
461,0,Dead,0,NA,NA
461,4,IVFR,170,190,NA
461,1,SCAM,105,140,NA
462,2,C4,60,110,NA
462,3,Dead,25,NA,NA
462,4,SCAM,60,130,NA
463,4,C4,50,80,NA
463,1,Dead,5,NA,NA
463,3,IVFR,120,130,NA
463,2,SCAM,45,120,NA
464,2,BareOrWater,NA,NA,NA
464,2,C4,40,90,NA
464,2,Dead,30,NA,NA
464,3,SCAM,70,180,NA
465,5,C4,20,70,NA
465,1,Dead,10,NA,NA
465,1,PHAU,70,160,NA
465,1,SPCY,145,170,NA
466,1,C4,60,90,NA
466,4,IVFR,90,170,NA
466,1,SPAL,70,110,NA
466,3,SPCY,70,150,NA
467,4,C4,70,105,NA
467,1,Dead,5,NA,NA
467,4,IVFR,120,180,NA
467,1,PHAU,105,190,NA
468,4,C4,25,100,NA
468,2,Dead,10,NA,NA
468,0,AMAR,95,95,NA
468,2,IVFR,140,160,NA
468,1,PHAU,75,90,NA
468,0,Unknown,90,90,NA
469,3,C4,35,90,NA
469,3,Dead,20,NA,NA
469,2,IVFR,130,155,NA
469,2,PHAU,60,195,NA
469,2,SCAM,75,150,NA
470,4,C4,30,90,NA
470,3,KOVI,130,185,NA
470,1,PHAU,70,120,NA
470,0,SCAM,160,160,NA
470,2,SPCY,160,180,NA
471,2,C4,30,60,NA
471,2,Dead,20,NA,NA
471,4,SCAM,80,140,NA
472,3,C4,40,70,NA
472,3,Dead,15,NA,NA
472,2,SCAM,35,115,NA
473,3,C4,30,70,NA
473,2,Dead,10,NA,NA
473,3,SCAM,45,100,NA
474,3,C4,40,75,NA
474,2,Dead,15,NA,NA
474,4,SCAM,70,110,NA
475,1,C4,45,90,NA
475,3,Dead,10,NA,NA
475,3,SCAM,40,115,NA
476,4,C4,30,60,NA
476,1,Dead,15,NA,NA
476,2,SCAM,55,100,NA
477,3,C4,45,75,NA
477,3,Dead,10,NA,NA
477,2,SCAM,50,100,NA
478,4,C4,50,70,NA
478,NA,Dead,10,NA,NA
478,1,IVFR,120,120,NA
478,1,PHAU,70,170,NA
478,0,SCAM,80,120,NA
479,2,BareOrWater,NA,NA,NA
479,1,Dead,5,270,NA
479,1,IVFR,160,160,NA
479,5,PHAU,120,250,NA
480,1,C4,20,50,NA
480,2,Dead,10,NA,NA
480,2,IVFR,170,180,NA
480,4,SPCY,200,320,NA
481,1,C4,30,100,NA
481,1,Dead,20,NA,NA
481,4,IVFR,120,180,NA
481,3,SCAM,150,160,NA
481,1,SPCY,160,190,NA
482,3,C4,40,100,NA
482,2,Dead,10,NA,NA
482,5,IVFR,130,150,NA
482,0,SPCY,180,190,NA
483,3,BareOrWater,NA,NA,NA
483,1,Dead,5,230,NA
483,1,Hibiscus,160,160,NA
483,3,KOVI,100,185,NA
483,4,PHAU,60,250,NA
484,2,Dead,10,250,NA
484,3,KOVI,190,190,NA
484,4,PHAU,100,250,NA
485,1,Dead,20,120,NA
485,5,PHAU,180,290,NA
485,0,Unknown,NA,NA,NA
486,1,BareOrWater,NA,NA,NA
486,4,Dead,20,280,NA
486,4,PHAU,110,260,NA
487,3,Dead,60,NA,NA
487,1,SCAM,70,125,NA
487,4,TYLA,90,190,NA
488,1,C4,60,70,NA
488,4,Dead,15,NA,NA
488,4,SCAM,60,130,NA
489,1,BareOrWater,NA,NA,NA
489,2,C4,40,80,NA
489,4,Dead,30,NA,NA
489,3,SCAM,90,130,NA
490,3,BareOrWater,NA,NA,NA
490,3,C4,10,70,NA
490,1,Dead,15,NA,NA
490,3,SCAM,10,125,NA
491,5,C4,20,70,NA
491,1,Dead,0,95,NA
491,2,SCAM,30,120,NA
492,1,Dead,0,220,NA
492,4,IVFR,165,180,NA
492,NA,PHAU,140,210,NA
493,1,Dead,30,210,NA
493,5,PHAU,110,210,NA
494,1,Dead,20,250,NA
494,0,IVFR,190,190,NA
494,4,PHAU,130,250,NA
494,0,SPCY,15,210,NA
495,3,C4,50,100,NA
495,4,IVFR,160,160,NA
495,0,SPCY,215,215,NA
496,2,Dead,100,260,NA
496,5,PHAU,75,210,NA
497,1,Dead,60,310,NA
497,5,PHAU,90,290,NA
498,2,C4,100,110,NA
498,2,IVFR,160,190,NA
498,3,KOVI,15,170,NA
498,3,PHAU,130,280,NA
498,1,SPCY,170,230,NA
499,1,Dead,10,270,NA
499,5,PHAU,145,230,NA
500,2,BareOrWater,NA,NA,NA
500,1,Dead,5,300,NA
500,5,PHAU,110,260,NA
501,4,Dead,70,NA,NA
501,4,PHAU,55,85,NA
502,2,BareOrWater,NA,NA,NA
502,1,Dead,20,180,NA
502,5,PHAU,70,120,NA
503,4,Dead,15,225,NA
503,0,IVFR,120,120,NA
503,2,PHAU,150,200,NA
504,3,BareOrWater,NA,NA,NA
504,1,Dead,5,250,NA
504,3,IVFR,180,200,NA
504,3,PHAU,80,235,NA
505,0,BareOrWater,NA,NA,NA
505,2,Dead,25,NA,NA
505,4,PHAU,80,230,NA
505,0,SCAM,160,160,NA
506,4,BareOrWater,NA,NA,NA
506,1,Dead,15,270,NA
506,4,PHAU,50,106,NA
507,3,BareOrWater,NA,NA,NA
507,NA,Dead,290,NA,NA
507,3,KOVI,15,30,NA
507,3,PHAU,100,210,NA
508,1,BareOrWater,NA,NA,NA
508,1,Dead,5,270,NA
508,4,PHAU,60,270,NA
509,4,C4,90,60,NA
509,1,Dead,5,NA,NA
509,1,IVFR,100,105,NA
509,1,SPCY,170,200,NA
510,5,BareOrWater,NA,NA,NA
510,1,Dead,0,280,NA
510,3,PHAU,60,280,NA
511,1,Dead,60,NA,NA
511,NA,SPCY,200,290,NA
511,3,TYLA,110,140,NA
512,4,C4,70,100,NA
512,1,Dead,30,240,NA
512,5,PHAU,120,210,NA
513,NA,Dead,20,30,NA
513,3,IVFR,100,140,NA
513,0,SPAL,100,140,NA
514,1,Dead,20,250,NA
514,4,IVFR,160,170,NA
514,4,PHAU,20,110,NA
515,4,BareOrWater,NA,NA,NA
515,1,Dead,10,NA,NA
515,1,IVFR,175,175,NA
515,3,PHAU,20,250,NA
515,3,SPAL,90,180,NA
516,3,BareOrWater,NA,NA,NA
516,2,Dead,5,NA,NA
516,1,IVFR,160,170,NA
516,1,PHAU,120,120,NA
516,0,SCAM,135,135,NA
517,3,BareOrWater,NA,NA,NA
517,1,Dead,10,255,NA
517,3,IVFR,215,215,NA
517,4,PHAU,110,240,NA
518,4,BareOrWater,NA,NA,NA
518,1,Dead,5,240,NA
518,4,IVFR,250,170,NA
518,1,PHAU,70,225,NA
519,4,BareOrWater,NA,NA,NA
519,1,Dead,25,265,NA
519,4,PHAU,25,140,NA
520,4,BareOrWater,NA,NA,NA
520,NA,Dead,240,NA,NA
520,3,PHAU,150,250,NA
521,4,Dead,250,NA,NA
521,4,PHAU,60,210,NA
521,0,SCAM,90,110,NA
522,5,BareOrWater,NA,NA,NA
522,1,PHAU,50,200,NA
523,1,Dead,150,210,NA
523,4,PHAU,100,280,NA
524,2,Dead,20,250,NA
524,4,PHAU,80,225,NA
524,0,SCAM,120,120,NA
525,2,BareOrWater,NA,NA,NA
525,2,C4,60,100,NA
525,1,Dead,10,200,NA
525,3,PHAU,130,230,NA
