refuge,site,SET,azi,pin,pin_length_mm,date,pinvalue_mm,navd88_arm_mm,navd88_pinvalue_mm,date_numeric
Brazoria,North Brazoria Peninsula,SET 2,345,2,916,2017-11-07,402,885.2,371.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,345,2,916,2018-04-03,409,885.2,378.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,345,2,916,2018-11-06,384,885.2,353.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,345,2,916,2019-04-08,383,885.2,352.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,345,2,916,2019-12-06,NA,885.2,NA,5.49
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2014-06-10,399,885.2,370.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2014-12-16,400,885.2,371.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2015-04-13,399,885.2,370.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2015-08-31,399,885.2,370.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2016-04-04,401,885.2,372.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2016-10-10,399,885.2,370.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2017-05-11,406,885.2,377.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2017-11-07,408,885.2,379.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2018-04-03,404,885.2,375.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2018-11-06,407,885.2,378.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2019-04-08,412,885.2,383.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,86,3,914,2019-12-06,409,885.2,380.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2014-06-10,409,885.2,380.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2014-12-16,410,885.2,381.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2015-04-13,405,885.2,376.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2015-08-31,404,885.2,375.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2016-04-04,404,885.2,375.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2016-10-10,416,885.2,387.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2017-05-11,408,885.2,379.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2017-11-07,410,885.2,381.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2018-04-03,409,885.2,380.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2018-11-06,405,885.2,376.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2019-04-08,396,885.2,367.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,187,3,914,2019-12-06,404,885.2,375.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2014-06-10,407,885.2,377.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2014-12-16,411,885.2,381.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2015-04-13,414,885.2,384.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2015-08-31,411,885.2,381.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2016-04-04,408,885.2,378.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2016-10-10,407,885.2,377.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2017-05-11,397,885.2,367.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2017-11-07,409,885.2,379.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2018-04-03,412,885.2,382.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2018-11-06,405,885.2,375.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2019-04-08,408,885.2,378.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,268,3,915,2019-12-06,414,885.2,384.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2014-06-10,417,885.2,387.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2014-12-16,419,885.2,389.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2015-04-13,414,885.2,384.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2015-08-31,410,885.2,380.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2016-04-04,409,885.2,379.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2016-10-10,410,885.2,380.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2017-05-11,403,885.2,373.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2017-11-07,402,885.2,372.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2018-04-03,405,885.2,375.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2018-11-06,411,885.2,381.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2019-04-08,409,885.2,379.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,345,3,915,2019-12-06,411,885.2,381.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2014-06-10,399,885.2,369.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2014-12-16,418,885.2,388.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2015-04-13,404,885.2,374.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2015-08-31,405,885.2,375.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2016-04-04,414,885.2,384.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2016-10-10,415,885.2,385.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2017-05-11,405,885.2,375.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2017-11-07,412,885.2,382.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2018-04-03,421,885.2,391.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2018-11-06,412,885.2,382.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2019-04-08,417,885.2,387.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,86,4,915,2019-12-06,410,885.2,380.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2014-06-10,409,885.2,379.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2014-12-16,435,885.2,405.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2015-04-13,400,885.2,370.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2015-08-31,408,885.2,378.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2016-04-04,435,885.2,405.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2016-10-10,405,885.2,375.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2017-05-11,402,885.2,372.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2017-11-07,410,885.2,380.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2018-04-03,409,885.2,379.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2018-11-06,405,885.2,375.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2019-04-08,407,885.2,377.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,187,4,915,2019-12-06,404,885.2,374.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2014-06-10,407,885.2,377.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2014-12-16,411,885.2,381.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2015-04-13,419,885.2,389.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2015-08-31,410,885.2,380.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2016-04-04,409,885.2,379.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2016-10-10,399,885.2,369.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2017-05-11,384,885.2,354.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2017-11-07,397,885.2,367.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2018-04-03,394,885.2,364.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2018-11-06,394,885.2,364.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2019-04-08,406,885.2,376.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,268,4,915,2019-12-06,405,885.2,375.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2014-06-10,406,885.2,376.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2014-12-16,418,885.2,388.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2015-04-13,413,885.2,383.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2015-08-31,394,885.2,364.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2016-04-04,405,885.2,375.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2016-10-10,421,885.2,391.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2017-05-11,415,885.2,385.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2017-11-07,410,885.2,380.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2018-04-03,409,885.2,379.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2018-11-06,408,885.2,378.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2019-04-08,403,885.2,373.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,345,4,915,2019-12-06,406,885.2,376.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2014-06-10,404,885.2,374.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2014-12-16,404,885.2,374.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2015-04-13,399,885.2,369.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2015-08-31,398,885.2,368.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2016-04-04,402,885.2,372.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2016-10-10,409,885.2,379.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2017-05-11,405,885.2,375.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2017-11-07,409,885.2,379.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2018-04-03,408,885.2,378.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2018-11-06,409,885.2,379.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2019-04-08,416,885.2,386.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,86,5,915,2019-12-06,408,885.2,378.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2014-06-10,404,885.2,374.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2014-12-16,405,885.2,375.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2015-04-13,406,885.2,376.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2015-08-31,406,885.2,376.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2016-04-04,404,885.2,374.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2016-10-10,406,885.2,376.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2017-05-11,399,885.2,369.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2017-11-07,401,885.2,371.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2018-04-03,NA,885.2,NA,3.81
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2018-11-06,405,885.2,375.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2019-04-08,415,885.2,385.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,187,5,915,2019-12-06,407,885.2,377.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2014-06-10,393,885.2,363.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2014-12-16,402,885.2,372.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2015-04-13,423,885.2,393.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2015-08-31,402,885.2,372.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2016-04-04,394,885.2,364.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2016-10-10,385,885.2,355.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2017-05-11,398,885.2,368.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2017-11-07,403,885.2,373.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2018-04-03,398,885.2,368.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2018-11-06,392,885.2,362.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2019-04-08,400,885.2,370.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,268,5,915,2019-12-06,393,885.2,363.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2014-06-10,389,885.2,359.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2014-12-16,409,885.2,379.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2015-04-13,408,885.2,378.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2015-08-31,404,885.2,374.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2016-04-04,405,885.2,375.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2016-10-10,409,885.2,379.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2017-05-11,399,885.2,369.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2017-11-07,409,885.2,379.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2018-04-03,407,885.2,377.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2018-11-06,408,885.2,378.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2019-04-08,369,885.2,339.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,345,5,915,2019-12-06,416,885.2,386.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2014-06-10,412,885.2,382.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2014-12-16,408,885.2,378.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2015-04-13,412,885.2,382.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2015-08-31,403,885.2,373.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2016-04-04,405,885.2,375.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2016-10-10,408,885.2,378.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2017-05-11,NA,885.2,NA,2.92
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2017-11-07,NA,885.2,NA,3.41
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2018-04-03,405,885.2,375.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2018-11-06,395,885.2,365.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2019-04-08,417,885.2,387.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,86,6,915,2019-12-06,395,885.2,365.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2014-06-10,397,885.2,367.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2014-12-16,402,885.2,372.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2015-04-13,406,885.2,376.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2015-08-31,408,885.2,378.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2016-04-04,397,885.2,367.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2016-10-10,410,885.2,380.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2017-05-11,401,885.2,371.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2017-11-07,405,885.2,375.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2018-04-03,405,885.2,375.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2018-11-06,412,885.2,382.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2019-04-08,415,885.2,385.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,187,6,915,2019-12-06,412,885.2,382.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2014-06-10,386,885.2,356.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2014-12-16,406,885.2,376.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2015-04-13,401,885.2,371.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2015-08-31,395,885.2,365.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2016-04-04,400,885.2,370.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2016-10-10,392,885.2,362.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2017-05-11,408,885.2,378.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2017-11-07,406,885.2,376.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2018-04-03,410,885.2,380.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2018-11-06,395,885.2,365.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2019-04-08,405,885.2,375.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,268,6,915,2019-12-06,406,885.2,376.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2014-06-10,392,885.2,362.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2014-12-16,412,885.2,382.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2015-04-13,409,885.2,379.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2015-08-31,402,885.2,372.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2016-04-04,413,885.2,383.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2016-10-10,409,885.2,379.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2017-05-11,395,885.2,365.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2017-11-07,408,885.2,378.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2018-04-03,405,885.2,375.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2018-11-06,405,885.2,375.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2019-04-08,404,885.2,374.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,345,6,915,2019-12-06,411,885.2,381.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2014-06-10,408,885.2,377.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2014-12-16,409,885.2,378.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2015-04-13,412,885.2,381.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2015-08-31,410,885.2,379.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2016-04-04,416,885.2,385.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2016-10-10,409,885.2,378.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2017-05-11,NA,885.2,NA,2.92
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2017-11-07,411,885.2,380.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2018-04-03,415,885.2,384.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2018-11-06,396,885.2,365.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2019-04-08,404,885.2,373.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,86,7,916,2019-12-06,396,885.2,365.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2014-06-10,398,885.2,367.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2014-12-16,403,885.2,372.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2015-04-13,400,885.2,369.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2015-08-31,394,885.2,363.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2016-04-04,408,885.2,377.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2016-10-10,403,885.2,372.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2017-05-11,406,885.2,375.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2017-11-07,409,885.2,378.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2018-04-03,409,885.2,378.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2018-11-06,408,885.2,377.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2019-04-08,412,885.2,381.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,187,7,916,2019-12-06,412,885.2,381.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2014-06-10,389,885.2,359.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2014-12-16,403,885.2,373.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2015-04-13,405,885.2,375.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2015-08-31,395,885.2,365.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2016-04-04,405,885.2,375.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2016-10-10,406,885.2,376.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2017-05-11,416,885.2,386.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2017-11-07,421,885.2,391.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2018-04-03,408,885.2,378.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2018-11-06,405,885.2,375.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2019-04-08,403,885.2,373.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,268,7,915,2019-12-06,406,885.2,376.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2014-06-10,400,885.2,370.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2014-12-16,416,885.2,386.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2015-04-13,414,885.2,384.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2015-08-31,408,885.2,378.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2016-04-04,405,885.2,375.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2016-10-10,407,885.2,377.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2017-05-11,397,885.2,367.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2017-11-07,405,885.2,375.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2018-04-03,400,885.2,370.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2018-11-06,408,885.2,378.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2019-04-08,409,885.2,379.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,345,7,915,2019-12-06,407,885.2,377.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2014-06-10,413,885.2,382.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2014-12-16,409,885.2,378.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2015-04-13,410,885.2,379.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2015-08-31,415,885.2,384.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2016-04-04,411,885.2,380.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2016-10-10,411,885.2,380.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2017-05-11,407,885.2,376.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2017-11-07,409,885.2,378.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2018-04-03,412,885.2,381.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2018-11-06,405,885.2,374.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2019-04-08,409,885.2,378.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,86,8,916,2019-12-06,402,885.2,371.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2014-06-10,395,885.2,364.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2014-12-16,396,885.2,365.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2015-04-13,398,885.2,367.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2015-08-31,404,885.2,373.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2016-04-04,405,885.2,374.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2016-10-10,395,885.2,364.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2017-05-11,404,885.2,373.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2017-11-07,403,885.2,372.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2018-04-03,410,885.2,379.2,3.81
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2018-11-06,416,885.2,385.2,4.41
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2019-04-08,412,885.2,381.2,4.83
Brazoria,North Brazoria Peninsula,SET 2,187,8,916,2019-12-06,415,885.2,384.2,5.49
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2014-06-10,403,885.2,373.2,0.00
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2014-12-16,405,885.2,375.2,0.52
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2015-04-13,403,885.2,373.2,0.84
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2015-08-31,404,885.2,374.2,1.22
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2016-04-04,406,885.2,376.2,1.82
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2016-10-10,409,885.2,379.2,2.34
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2017-05-11,399,885.2,369.2,2.92
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2017-11-07,392,885.2,362.2,3.41
Brazoria,North Brazoria Peninsula,SET 2,268,8,915,2018-04-03,402,885.2,372.2,3.81
